unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
27171408192375,,,,,,,-0.6865413574,0.2318880940,0.3478365352,,,,,,,,,,,,,,,,,,,,
27171458458375,,,,,,,,,,,,,-80.5451660156,127.8380126953,350.5132446289,,,,,,,,,,,,,,
27171484212375,-0.0281372070,-0.5001831055,-0.7492980957,,,,,,,,,,,,,,,,,,,,,,,,,,
27171503838375,,,,,,,-0.3825444485,1.7779063700,1.0948742600,,,,,,,,,,,,,,,,,,,,
27171556847375,,,,,,,,,,,,,-81.9468231201,129.5783538818,351.1906127930,,,,,,,,,,,,,,
27171584257375,0.7816619873,-0.0948181152,-0.6207122803,,,,,,,,,,,,,,,,,,,,,,,,,,
27171599512375,,,,,,,-0.9973383819,3.3644899158,2.2594298636,,,,,,,,,,,,,,,,,,,,
27171655297375,,,,,,,,,,,,,-83.5236816406,131.1446533203,351.0213012695,,,,,,,,,,,,,,
27171684272375,0.0732727051,-0.8295593262,-0.9275360107,,,,,,,,,,,,,,,,,,,,,,,,,,
27171695184375,,,,,,,-0.6349005334,-0.8413951201,2.0977331085,,,,,,,,,,,,,,,,,,,,
27171753717375,,,,,,,,,,,,,-86.8525848389,133.7551727295,353.2227783203,,,,,,,,,,,,,,
27171784285375,-0.2512054443,-0.6834716797,-1.1838989258,,,,,,,,,,,,,,,,,,,,,,,,,,
27171790825375,,,,,,,0.2250805216,-1.1218752513,2.4989769426,,,,,,,,,,,,,,,,,,,,
27171852135375,,,,,,,,,,,,,-87.0278015137,133.9291992188,352.3760375977,,,,,,,,,,,,,,
27171884329375,0.2471160889,-0.1090240479,-0.6601867676,,,,,,,,,,,,,,,,,,,,,,,,,,
27171886498375,,,,,,,-1.1664496438,0.7634523844,1.4245927777,,,,,,,,,,,,,,,,,,,,
27171950546375,,,,,,,,,,,,,-87.9038238525,134.4512939453,352.8840942383,,,,,,,,,,,,,,
27171982172375,,,,,,,-1.2495421340,0.3153342520,0.2385859442,,,,,,,,,,,,,,,,,,,,
27171984366375,-0.5415802002,-0.5552673340,-1.1116180420,,,,,,,,,,,,,,,,,,,,,,,,,,
27172048975375,,,,,,,,,,,,,-88.6046447754,136.8877716064,353.2227783203,,,,,,,,,,,,,,
27172077813375,,,,,,,-0.0845172814,0.6335527075,-0.8204339118,,,,,,,,,,,,,,,,,,,,
27172084379375,-0.3803405762,-0.3437347412,-1.2028656006,,,,,,,,,,,,,,,,,,,,,,,,,,
27172147393375,,,,,,,,,,,,,-87.5534057617,134.7993621826,351.1906127930,,,,,,,,,,,,,,
27172156377708,,,,,,,,,,,,,,,,52.3943535006162,13.132345536736,159.609375,0.0,36.1699829101562,5.0,4.0,,,,,,,
27172173485375,,,,,,,-0.3147150671,-0.5953496617,0.2111383407,,,,,,,,,,,,,,,,,,,,
27172184423375,0.1625366211,-0.2498779297,-1.4476776123,,,,,,,,,,,,,,,,,,,,,,,,,,
27172245812375,,,,,,,,,,,,,-86.1517639160,133.4071044922,355.5936279297,,,,,,,,,,,,,,
27172269158375,,,,,,,1.1774660759,0.6312464100,-1.0648351345,,,,,,,,,,,,,,,,,,,,
27172284469375,-0.2508697510,-0.2538757324,-0.5655212402,,,,,,,,,,,,,,,,,,,,,,,,,,
27172342309375,,,,,,,,,,,,,-85.8013458252,133.0590362549,354.2388610840,,,,,,,,,,,,,,
27172364800375,,,,,,,0.7469455794,-0.7725870270,-0.3049979912,,,,,,,,,,,,,,,,,,,,
27172384483375,0.4490509033,-0.0016326904,-0.3153076172,,,,,,,,,,,,,,,,,,,,,,,,,,
27172440729375,,,,,,,,,,,,,-87.7286224365,132.8849945068,355.7630004883,,,,,,,,,,,,,,
27172460466375,,,,,,,-0.8169278602,0.4120815681,0.3504879784,,,,,,,,,,,,,,,,,,,,
27172484545375,-0.2145538330,-0.2919616699,-1.2681121826,,,,,,,,,,,,,,,,,,,,,,,,,,
27172539147375,,,,,,,,,,,,,-86.1517639160,132.3628997803,355.5936279297,,,,,,,,,,,,,,
27172556116375,,,,,,,1.4044691335,1.8328553728,-0.6725890565,,,,,,,,,,,,,,,,,,,,
27172584562375,0.5672912598,0.1784820557,-0.2836303711,,,,,,,,,,,,,,,,,,,,,,,,,,
27172637566375,,,,,,,,,,,,,-87.5534057617,134.7993621826,352.2067260742,,,,,,,,,,,,,,
27172651785375,,,,,,,-0.9721371548,0.4490675493,2.0759034434,,,,,,,,,,,,,,,,,,,,
27172684577375,0.0890808105,-0.2228851318,-1.2266998291,,,,,,,,,,,,,,,,,,,,,,,,,,
27172736016375,,,,,,,,,,,,,-89.6558837891,136.8877716064,353.5614624023,,,,,,,,,,,,,,
27172747452375,,,,,,,-1.0032274300,-0.2158971433,0.9255483473,,,,,,,,,,,,,,,,,,,,
27172784620375,-0.0042266846,-0.2872314453,-0.7571411133,,,,,,,,,,,,,,,,,,,,,,,,,,
27172834436375,,,,,,,,,,,,,-90.8823242188,137.4098815918,351.6986694336,,,,,,,,,,,,,,
27172843102375,,,,,,,-3.9412107656,2.0572093841,1.1000764789,,,,,,,,,,,,,,,,,,,,
27172884665375,0.1405487061,0.0921325684,-1.8253784180,,,,,,,,,,,,,,,,,,,,,,,,,,
27172932855375,,,,,,,,,,,,,-92.6343841553,137.7579498291,346.6182861328,,,,,,,,,,,,,,
27172938776375,,,,,,,1.3570861714,4.8114053097,0.7102490838,,,,,,,,,,,,,,,,,,,,
27172984702375,0.7066955566,-0.0367584229,-0.7062988281,,,,,,,,,,,,,,,,,,,,,,,,,,
27173031273375,,,,,,,,,,,,,-93.8608245850,137.2358398438,347.1263427734,,,,,,,,,,,,,,
27173034447375,,,,,,,0.5195670160,-0.2390666447,-0.5280081714,,,,,,,,,,,,,,,,,,,,
27173091396292,,,,,,,,,,,,,,,,52.3943535006162,13.132345536736,159.609375,0.0,36.4320068359375,5.0,4.0,,,,,,,
27173084730375,0.7977142334,-0.2226104736,-0.6798095703,,,,,,,,,,,,,,,,,,,,,,,,,,
27173129724375,,,,,,,,,,,,,-94.5616607666,135.8435668945,348.1423950195,,,,,,,,,,,,,,
27173130109375,,,,,,,0.1368073841,0.6002765097,0.1854265856,,,,,,,,,,,,,,,,,,,,
27173184759375,1.1010437012,-0.4862213135,-0.7853546143,,,,,,,,,,,,,,,,,,,,,,,,,,
