unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
46394447.2697083,-0.0341949463,-0.2423706055,-1.2835845947,,,,,,,,,,,,,,,,,,,,,,,,
46394.5168811667,,,,,,,,,,,-61.8881530762,-133.1940765381,222.0147094727,,,,,,,,,,,,,,
46394533.8606667,,,,,0.0076653766,-0.0418497123,0.1003934499,,,,,,,,,,,,,,,,,,,,
46394548.1438333,-0.0204772949,-0.4018859863,-1.3966522217,,,,,,,,,,,,,,,,,,,,,,,,
46394.6179399583,,,,,,,,,,,-63.5699005127,-132.5213775635,222.9956359863,,,,,,,,,,,,,,
46394631.2389583,,,,,0.2013355110,0.2173411092,-0.1323063756,,,,,,,,,,,,,,,,,,,,
46394648.9694583,-0.0576171875,-0.2183227539,-1.2745361328,,,,,,,,,,,,,,,,,,,,,,,,
46394.7189791667,,,,,,,,,,,-63.2335510254,-133.5304260254,224.3035278320,,,,,,,,,,,,,,
46394728.6212083,,,,,0.0878142748,0.1833237536,0.0421019137,,,,,,,,,,,,,,,,,,,,
46394749.8223333,0.0033111572,-0.2346496582,-1.2459716797,,,,,,,,,,,,,,,,,,,,,,,,
46394.820017375,,,,,,,,,,,-63.2335510254,-134.8758239746,222.3416900635,,,,,,,,,,,,,,
46394825.9994583,,,,,-0.0740768910,-0.0919688061,-0.0244142630,,,,,,,,,,,,,,,,,,,,
46394850.5834167,-0.0269622803,-0.2901763916,-1.3772277832,,,,,,,,,,,,,,,,,,,,,,,,
46394.9210618333,,,,,,,,,,,-63.2335510254,-133.1940765381,223.6495819092,,,,,,,,,,,,,,
46394923.3816667,,,,,0.0210032863,0.0290212653,-0.0438436210,,,,,,,,,,,,,,,,,,,,
46394951.5479167,0.0000457764,-0.3637237549,-1.4011688232,,,,,,,,,,,,,,,,,,,,,,,,
46395.0221001667,,,,,,,,,,,-63.5699005127,-135.5485076904,222.6686553955,,,,,,,,,,,,,,
46395020.759875,,,,,0.2108352730,0.2969592395,-0.0945065323,,,,,,,,,,,,,,,,,,,,
46395052.4099583,-0.0299987793,-0.2417297363,-1.1374359131,,,,,,,,,,,,,,,,,,,,,,,,
46395118.142125,,,,,-0.0936548534,-0.1412484716,-0.2075111153,,,,,,,,,,,,,,,,,,,,
46395.1231385,,,,,,,,,,,-61.8881530762,-134.8758239746,223.9765472412,,,,,,,,,,,,,,
46395153.1665417,0.1082611084,-0.4044189453,-1.1275177002,,,,,,,,,,,,,,,,,,,,,,,,
46395.224178125,,,,,,,,,,,-63.2335510254,-130.5032806396,223.3226013184,,,,,,,,,,,,,,
46395215.520375,,,,,-1.0115330305,0.0950604698,-0.3743943766,,,,,,,,,,,,,,,,,,,,
46395254.11025,0.1911621094,-0.6873321533,-1.2328186035,,,,,,,,,,,,,,,,,,,,,,,,
46395312.9025417,,,,,0.0774082392,0.1444932671,0.1071501559,,,,,,,,,,,,,,,,,,,,
46395.325225,,,,,,,,,,,-65.2516479492,-128.8215484619,224.6304931641,,,,,,,,,,,,,,
46395354.8860833,0.4766235352,-1.2793731689,-0.4065551758,,,,,,,,,,,,,,,,,,,,,,,,
1451522789999.89,,,,,,,,,,,,,,52.489982710351,13.3828362706797,262.633056640625,12.0500001907349,38.3142700195312,10.0,3.0,,,,,,,
46395410.2807083,,,,,0.4032193670,-0.9595494576,1.2073542002,,,,,,,,,,,,,,,,,,,,
46395.4262659583,,,,,,,,,,,-69.4560089111,-129.9987640381,228.3906860352,,,,,,,,,,,,,,
46395455.8577917,-0.3298797607,-0.8750000000,-0.1107025146,,,,,,,,,,,,,,,,,,,,,,,,
46395507.662875,,,,,-0.0683004946,1.1362898770,-0.4410754029,,,,,,,,,,,,,,,,,,,,
46395.527305625,,,,,,,,,,,-66.2606964111,-132.5213775635,229.5350952148,,,,,,,,,,,,,,
46395556.703625,0.1945800781,-0.6345062256,-0.3126373291,,,,,,,,,,,,,,,,,,,,,,,,
46395605.0410833,,,,,-0.8252073617,-0.5898758004,-0.0047343015,,,,,,,,,,,,,,,,,,,,
46395.6283567917,,,,,,,,,,,-65.4198150635,-126.6352691650,227.0827941895,,,,,,,,,,,,,,
46395657.554875,0.0112762451,-0.6052398682,-0.9068298340,,,,,,,,,,,,,,,,,,,,,,,,
46395702.4232083,,,,,-1.4424910844,-0.1955378093,-0.5811142667,,,,,,,,,,,,,,,,,,,,
46395.7291870833,,,,,,,,,,,-64.9152984619,-121.0855255127,227.2462768555,,,,,,,,,,,,,,
46395758.4480417,0.2330474854,-0.7411346436,-0.9767150879,,,,,,,,,,,,,,,,,,,,,,,,
46395799.8013333,,,,,0.3437445882,-0.4951426330,0.9136445499,,,,,,,,,,,,,,,,,,,,
46395.830091625,,,,,,,,,,,-67.1015625000,-123.9444885254,227.4097747803,,,,,,,,,,,,,,
46395859.2884167,-0.1062164307,-0.7308502197,-0.7530364990,,,,,,,,,,,,,,,,,,,,,,,,
46395897.1834583,,,,,-0.0467187697,-0.0856563154,-0.0304868029,,,,,,,,,,,,,,,,,,,,
46395.931253,,,,,,,,,,,-65.4198150635,-121.9263916016,227.0827941895,,,,,,,,,,,,,,
46395960.1342083,0.0022277832,-0.4728240967,-0.8009796143,,,,,,,,,,,,,,,,,,,,,,,,
46395994.5615833,,,,,-0.2744336903,0.6876963704,-0.1552042346,,,,,,,,,,,,,,,,,,,,
46396.032305625,,,,,,,,,,,-62.2245025635,-121.4218750000,228.2272033691,,,,,,,,,,,,,,
46396060.9792917,0.0797119141,-0.6317596436,-0.7829132080,,,,,,,,,,,,,,,,,,,,,,,,
46396091.94375,,,,,-0.3002916529,0.5312385858,0.2656292798,,,,,,,,,,,,,,,,,,,,
46396.133348875,,,,,,,,,,,-62.2245025635,-121.0855255127,231.4969329834,,,,,,,,,,,,,,
46396161.8141667,0.0626220703,-0.7610473633,-0.9457702637,,,,,,,,,,,,,,,,,,,,,,,,
46396189.3218333,,,,,0.3977724036,-0.2333999706,0.4607785339,,,,,,,,,,,,,,,,,,,,
46396.2344389167,,,,,,,,,,,-63.0653839111,-125.6262359619,230.6795043945,,,,,,,,,,,,,,
46396262.549,0.1935729980,-0.6088256836,-0.7590026855,,,,,,,,,,,,,,,,,,,,,,,,
46396286.7039167,,,,,0.1821730017,0.1554969160,0.1419771125,,,,,,,,,,,,,,,,,,,,
46396.3354823333,,,,,,,,,,,-65.4198150635,-126.6352691650,231.0064697266,,,,,,,,,,,,,,
46396363.4982083,-0.1126098633,-0.6667480469,-0.7153015137,,,,,,,,,,,,,,,,,,,,,,,,
46396384.0819583,,,,,0.5498146671,-0.0796484903,0.3854712625,,,,,,,,,,,,,,,,,,,,
46396.4365305833,,,,,,,,,,,-66.5970458984,-129.1578826904,232.4778594971,,,,,,,,,,,,,,
46396464.3889167,-0.0815887451,-0.6694793701,-0.6537780762,,,,,,,,,,,,,,,,,,,,,,,,
46396481.4640417,,,,,0.1237839938,-0.0507571872,0.3112431040,,,,,,,,,,,,,,,,,,,,
1451522790999.89,,,,,,,,,,,,,,52.489971351561,13.38269198653,262.633056640625,11.1800003051758,38.224853515625,10.0,3.0,,,,,,,
46396.5375708333,,,,,,,,,,,-66.0925140381,-129.6624145508,231.3334503174,,,,,,,,,,,,,,
46396565.20425,-0.0039215088,-0.6704101562,-0.6597290039,,,,,,,,,,,,,,,,,,,,,,,,
46396578.842125,,,,,-0.5636572458,0.3937204040,-0.5128838133,,,,,,,,,,,,,,,,,,,,
46396.63861325,,,,,,,,,,,-66.4288635254,-126.9716186523,230.6795043945,,,,,,,,,,,,,,
46396666.0437083,-0.1186676025,-0.6964111328,-0.7787780762,,,,,,,,,,,,,,,,,,,,,,,,
46396676.2241667,,,,,-0.1292472024,-0.2573585667,-0.0726156145,,,,,,,,,,,,,,,,,,,,
46396.7396563333,,,,,,,,,,,-67.6060943604,-127.1398010254,231.8239135742,,,,,,,,,,,,,,
46396766.8850833,0.0689392090,-0.6206359863,-0.8436279297,,,,,,,,,,,,,,,,,,,,,,,,
46396773.6022917,,,,,-0.5801392834,-0.0405152023,-0.4385294209,,,,,,,,,,,,,,,,,,,,
46396.840699125,,,,,,,,,,,-67.9424285889,-124.7853546143,232.4778594971,,,,,,,,,,,,,,
46396870.9843333,,,,,0.4491975116,0.0179164162,0.2608470414,,,,,,,,,,,,,,,,,,,,
46396867.741625,0.0714569092,-0.9376220703,-0.7517242432,,,,,,,,,,,,,,,,,,,,,,,,
46396.9417394583,,,,,,,,,,,-70.4650573730,-128.9897155762,231.9873962402,,,,,,,,,,,,,,
46396968.584625,-0.1214904785,-0.9484405518,-0.4816589355,,,,,,,,,,,,,,,,,,,,,,,,
46396968.3624167,,,,,1.3083790856,-0.3139949483,0.3252164439,,,,,,,,,,,,,,,,,,,,
46397.042777625,,,,,,,,,,,-74.8375854492,-135.7166900635,232.6413421631,,,,,,,,,,,,,,
46397065.7444167,,,,,-0.1767002057,0.1021463426,-0.6902844303,,,,,,,,,,,,,,,,,,,,
46397069.4370833,0.1004180908,-0.9661712646,-0.0453033447,,,,,,,,,,,,,,,,,,,,,,,,
46397.1433132917,,,,,,,,,,,-74.8375854492,-130.6714630127,231.9873962402,,,,,,,,,,,,,,
46397163.1224583,,,,,-1.1296029459,0.0044639906,-1.5272413924,,,,,,,,,,,,,,,,,,,,
46397170.18725,0.0734710693,-0.9911956787,-0.2810516357,,,,,,,,,,,,,,,,,,,,,,,,
46397.244352625,,,,,,,,,,,-73.3240203857,-124.1126556396,229.5350952148,,,,,,,,,,,,,,
46397260.5045,,,,,-1.7172017435,0.4531557679,-1.2480909775,,,,,,,,,,,,,,,,,,,,
46397271.1154167,0.1306304932,-0.8437347412,-0.6560211182,,,,,,,,,,,,,,,,,,,,,,,,
46397.345409125,,,,,,,,,,,-71.8104400635,-118.8992614746,229.0446319580,,,,,,,,,,,,,,
46397357.8825417,,,,,-1.2739279011,0.7266102139,-0.1432213413,,,,,,,,,,,,,,,,,,,,
46397371.8757917,0.2577362061,-0.8841552734,-0.7734832764,,,,,,,,,,,,,,,,,,,,,,,,
46397.446449125,,,,,,,,,,,-70.2968750000,-114.0222015381,230.5160217285,,,,,,,,,,,,,,
46397455.264375,,,,,-0.6076236385,-0.5208133754,-0.5307770600,,,,,,,,,,,,,,,,,,,,
46397472.7124583,0.3478698730,-1.1182556152,-0.7182159424,,,,,,,,,,,,,,,,,,,,,,,,
1451522791999.89,,,,,,,,,,,,,,52.4899681008604,13.3826506945243,262.633056640625,7.67999982833862,38.0955200195312,10.0,3.0,,,,,,,
46397.54698275,,,,,,,,,,,-68.7833099365,-112.1722869873,229.6985778809,,,,,,,,,,,,,,
46397552.642625,,,,,-1.8725255541,0.6384835503,-0.3370113180,,,,,,,,,,,,,,,,,,,,
46397573.7109583,0.2128295898,-0.4746551514,-0.6782226562,,,,,,,,,,,,,,,,,,,,,,,,
46397.6474747083,,,,,,,,,,,-65.2516479492,-102.5863494873,238.0363922119,,,,,,,,,,,,,,
46397650.0246667,,,,,-3.0992803502,-0.3142274423,-0.0936513913,,,,,,,,,,,,,,,,,,,,
46397674.5315417,0.0780181885,-0.3251800537,-0.7588500977,,,,,,,,,,,,,,,,,,,,,,,,
46397.7485205417,,,,,,,,,,,-67.7742614746,-90.3096160889,249.6439361572,,,,,,,,,,,,,,
46397747.4027083,,,,,-2.4953734193,-1.9976893316,-1.6061889387,,,,,,,,,,,,,,,,,,,,
46397775.2915,0.1949005127,0.2070465088,-1.4867095947,,,,,,,,,,,,,,,,,,,,,,,,
46397844.78475,,,,,0.2140294684,-0.9470416552,0.6400196616,,,,,,,,,,,,,,,,,,,,
46397.8495589167,,,,,,,,,,,-73.3240203857,-92.8322296143,250.7883453369,,,,,,,,,,,,,,
46397876.168625,-0.4062042236,-0.0125732422,-0.8567199707,,,,,,,,,,,,,,,,,,,,,,,,
46397.9506660417,,,,,,,,,,,-67.7742614746,-99.3910369873,253.2406463623,,,,,,,,,,,,,,
46397942.162625,,,,,0.1300533413,0.9097723137,1.6590071463,,,,,,,,,,,,,,,,,,,,
46397977.032875,-0.2837829590,0.1183929443,-1.3171997070,,,,,,,,,,,,,,,,,,,,,,,,
46398039.5447917,,,,,1.4803689583,3.9962734854,3.7300354070,,,,,,,,,,,,,,,,,,,,
46398.0517059583,,,,,,,,,,,-61.2154693604,-109.9860229492,259.6166381836,,,,,,,,,,,,,,
46398077.9012083,-0.4383392334,-0.0715637207,-1.1165618896,,,,,,,,,,,,,,,,,,,,,,,,
46398136.9227917,,,,,1.3832344186,1.5672828184,0.0762724010,,,,,,,,,,,,,,,,,,,,
46398.1527435,,,,,,,,,,,-59.0291900635,-113.5176849365,260.1070556641,,,,,,,,,,,,,,
46398178.855125,0.2504730225,-0.2558898926,-0.9160766602,,,,,,,,,,,,,,,,,,,,,,,,
46398234.3048333,,,,,1.3603549354,0.3621699345,-0.4004563373,,,,,,,,,,,,,,,,,,,,
46398.2537979583,,,,,,,,,,,-58.5246734619,-109.6496734619,260.5975341797,,,,,,,,,,,,,,
46398279.712875,0.5060272217,-0.3177490234,-0.7953033447,,,,,,,,,,,,,,,,,,,,,,,,
46398331.682875,,,,,1.1423970381,-0.2007192556,-0.2859406768,,,,,,,,,,,,,,,,,,,,
46398.354840875,,,,,,,,,,,-55.3293609619,-111.1632385254,258.4722290039,,,,,,,,,,,,,,
1451522792999.89,,,,,,,,,,,,,,52.4899750961869,13.3827395525217,262.633056640625,3.24000000953674,38.50927734375,10.0,3.0,,,,,,,
46398380.5974167,0.8074493408,-0.5807037354,-0.9145965576,,,,,,,,,,,,,,,,,,,,,,,,
46398429.064875,,,,,-0.2067462554,-0.3253133830,0.0909219175,,,,,,,,,,,,,,,,,,,,
46398.4558818333,,,,,,,,,,,-54.6566619873,-110.1541900635,255.5294494629,,,,,,,,,,,,,,
46398481.44775,0.5193023682,-0.3549957275,-1.0214996338,,,,,,,,,,,,,,,,,,,,,,,,
46398526.4429167,,,,,-0.5953557870,0.1406814846,-0.8661944761,,,,,,,,,,,,,,,,,,,,
46398.5569256667,,,,,,,,,,,-57.5156250000,-106.9588775635,250.4613647461,,,,,,,,,,,,,,
46398582.3082083,0.3143768311,-0.3332672119,-1.0108489990,,,,,,,,,,,,,,,,,,,,,,,,
46398623.8249167,,,,,1.8204415800,-0.8315158577,0.1256775013,,,,,,,,,,,,,,,,,,,,
46398.6579776667,,,,,,,,,,,-60.0382385254,-113.8540191650,242.1235656738,,,,,,,,,,,,,,
46398683.162875,0.1138610840,-0.5480499268,-0.8586120605,,,,,,,,,,,,,,,,,,,,,,,,
46398721.203,,,,,2.6731285031,-1.0050354501,0.3568071271,,,,,,,,,,,,,,,,,,,,
46398.7590185833,,,,,,,,,,,-62.2245025635,-120.0764770508,235.7475891113,,,,,,,,,,,,,,
46398784.0231667,0.0986480713,-0.8572540283,-0.5895080566,,,,,,,,,,,,,,,,,,,,,,,,
46398818.585,,,,,1.4811274266,-0.3807896916,0.2083140584,,,,,,,,,,,,,,,,,,,,
46398.8600579167,,,,,,,,,,,-64.7471160889,-122.5990905762,234.2761993408,,,,,,,,,,,,,,
46398884.8770833,0.0648345947,-0.8982238770,-0.5477905273,,,,,,,,,,,,,,,,,,,,,,,,
46398915.9630417,,,,,1.0289485061,-0.5850773167,-0.2204309087,,,,,,,,,,,,,,,,,,,,
46398.9611167083,,,,,,,,,,,-64.9152984619,-126.4671020508,230.5160217285,,,,,,,,,,,,,,
46398985.7499167,0.1046905518,-0.8361968994,-0.4399566650,,,,,,,,,,,,,,,,,,,,,,,,
46399013.3450833,,,,,-0.2067467881,0.2280757789,-0.2090158013,,,,,,,,,,,,,,,,,,,,
46399.0621587917,,,,,,,,,,,-65.0834655762,-126.6352691650,230.6795043945,,,,,,,,,,,,,,
46399086.6254583,0.2096099854,-0.9926300049,-0.5119476318,,,,,,,,,,,,,,,,,,,,,,,,
46399110.723125,,,,,-0.3330527954,0.3206619058,0.1747233412,,,,,,,,,,,,,,,,,,,,
46399.16321325,,,,,,,,,,,-64.7471160889,-127.3079681396,231.3334503174,,,,,,,,,,,,,,
46399187.469875,0.1121215820,-0.9511260986,-0.4418487549,,,,,,,,,,,,,,,,,,,,,,,,
46399208.105125,,,,,-0.1563520571,0.1279984462,0.0104622283,,,,,,,,,,,,,,,,,,,,
46399.2642538333,,,,,,,,,,,-65.2516479492,-128.4851989746,232.1508789062,,,,,,,,,,,,,,
46399288.3601667,0.1088867188,-0.8722991943,-0.4500579834,,,,,,,,,,,,,,,,,,,,,,,,
46399305.4831667,,,,,0.5123506484,-0.1148094072,0.0476623277,,,,,,,,,,,,,,,,,,,,
46399.3653068333,,,,,,,,,,,-65.2516479492,-129.1578826904,230.8429870605,,,,,,,,,,,,,,
46399389.10375,0.0850067139,-0.9316864014,-0.2831420898,,,,,,,,,,,,,,,,,,,,,,,,
46399402.86525,,,,,-0.0166162610,-0.0351990001,0.0828155215,,,,,,,,,,,,,,,,,,,,
1451522793999.89,,,,,,,,,,,,,,52.4899471823017,13.3826151715207,262.633056640625,5.8600001335144,38.7589111328125,10.0,3.0,,,,,,,
46399.46635125,,,,,,,,,,,-65.9243469238,-128.4851989746,230.5160217285,,,,,,,,,,,,,,
46399489.9495417,0.0968627930,-0.8959045410,-0.4734344482,,,,,,,,,,,,,,,,,,,,,,,,
46399500.2432917,,,,,0.1314445767,0.4253960420,0.1282290760,,,,,,,,,,,,,,,,,,,,
46399.5674169583,,,,,,,,,,,-65.5879974365,-129.1578826904,231.1699676514,,,,,,,,,,,,,,
46399597.6251667,,,,,0.2808662896,-0.2985198519,-0.0514818333,,,,,,,,,,,,,,,,,,,,
46399590.8087083,0.1766815186,-0.9608001709,-0.5190124512,,,,,,,,,,,,,,,,,,,,,,,,
46399.668441375,,,,,,,,,,,-66.5970458984,-129.4942321777,227.5732574463,,,,,,,,,,,,,,
46399691.6630417,0.2074890137,-0.9283599854,-0.4786987305,,,,,,,,,,,,,,,,,,,,,,,,
46399695.0032083,,,,,0.0650066969,-0.0257418488,0.0823254998,,,,,,,,,,,,,,,,,,,,
46399.7695586667,,,,,,,,,,,-67.6060943604,-130.8396301270,227.2462768555,,,,,,,,,,,,,,
46399792.38525,,,,,0.2810958541,-0.2433095930,-0.0254555590,,,,,,,,,,,,,,,,,,,,
46399792.5350417,0.0228118896,-0.9140167236,-0.3411254883,,,,,,,,,,,,,,,,,,,,,,,,
46399.87060225,,,,,,,,,,,-68.1106109619,-129.9987640381,226.4288482666,,,,,,,,,,,,,,
46399889.7633333,,,,,-0.3143898951,-0.0086949546,-0.2841161451,,,,,,,,,,,,,,,,,,,,
46399893.37,0.1521453857,-0.9605865479,-0.4557647705,,,,,,,,,,,,,,,,,,,,,,,,
46399.9716277917,,,,,,,,,,,-67.7742614746,-127.9806671143,226.1018829346,,,,,,,,,,,,,,
46399987.1454167,,,,,-0.1035889769,0.1275781994,0.0337800679,,,,,,,,,,,,,,,,,,,,
46399994.2375,0.2129821777,-0.8639678955,-0.6618041992,,,,,,,,,,,,,,,,,,,,,,,,
46400.0726638333,,,,,,,,,,,-68.9514770508,-127.8125000000,225.9383850098,,,,,,,,,,,,,,
46400084.5235833,,,,,0.0989880998,0.1204028445,0.0916436342,,,,,,,,,,,,,,,,,,,,
46400095.2140417,0.1444854736,-0.8940734863,-0.4094848633,,,,,,,,,,,,,,,,,,,,,,,,
46400.173715625,,,,,,,,,,,-69.4560089111,-128.9897155762,226.1018829346,,,,,,,,,,,,,,
46400181.9056667,,,,,-0.3452865585,-0.0681915713,0.0694264791,,,,,,,,,,,,,,,,,,,,
46400195.9627917,0.1087951660,-0.9656372070,-0.4627990723,,,,,,,,,,,,,,,,,,,,,,,,
46400.27476,,,,,,,,,,,-68.4469604492,-127.9806671143,227.0827941895,,,,,,,,,,,,,,
46400279.2837083,,,,,-0.3093392101,0.0712795066,-0.0252760619,,,,,,,,,,,,,,,,,,,,
46400296.931125,0.0307769775,-0.8244476318,-0.6249237061,,,,,,,,,,,,,,,,,,,,,,,,
46400.375801,,,,,,,,,,,-69.7923583984,-128.6533660889,228.3906860352,,,,,,,,,,,,,,
46400376.6657917,,,,,-0.0847260732,-0.1123419885,0.1304671965,,,,,,,,,,,,,,,,,,,,
46400397.76875,-0.0296630859,-0.9079437256,-0.5542602539,,,,,,,,,,,,,,,,,,,,,,,,
1451522794999.89,,,,,,,,,,,,,,52.48995632254,13.3825010821388,262.633056640625,7.23000001907349,38.8424072265625,10.0,3.0,,,,,,,
46400.4768500417,,,,,,,,,,,-70.4650573730,-127.9806671143,228.7176666260,,,,,,,,,,,,,,
46400474.0438333,,,,,0.1753340041,-0.1909441228,-0.0070621706,,,,,,,,,,,,,,,,,,,,
46400498.547,-0.0343017578,-0.9403533936,-0.4595336914,,,,,,,,,,,,,,,,,,,,,,,,
46400571.4259167,,,,,0.0997849176,0.0349007261,-0.0147709567,,,,,,,,,,,,,,,,,,,,
46400.5779015,,,,,,,,,,,-70.2968750000,-127.1398010254,227.2462768555,,,,,,,,,,,,,,
46400599.499,-0.0055999756,-0.8767852783,-0.5270385742,,,,,,,,,,,,,,,,,,,,,,,,
46400.678941625,,,,,,,,,,,-69.7923583984,-127.3079681396,228.7176666260,,,,,,,,,,,,,,
46400668.8039167,,,,,0.0246954928,-0.0598335065,0.0636436911,,,,,,,,,,,,,,,,,,,,
46400700.36175,-0.0803527832,-0.9505462646,-0.5159454346,,,,,,,,,,,,,,,,,,,,,,,,
46400766.1859583,,,,,-0.0870323707,0.0560134683,-0.1329995964,,,,,,,,,,,,,,,,,,,,
46400.7792594167,,,,,,,,,,,-69.6241760254,-126.4671020508,228.2272033691,,,,,,,,,,,,,,
46400801.1877917,-0.0395812988,-0.8782196045,-0.6405334473,,,,,,,,,,,,,,,,,,,,,,,,
46400863.564,,,,,0.3838693711,-0.0092795185,-0.1027902949,,,,,,,,,,,,,,,,,,,,
46400.8803118333,,,,,,,,,,,-71.4740905762,-127.3079681396,228.3906860352,,,,,,,,,,,,,,
46400902.018875,0.0249786377,-0.9972686768,-0.3836975098,,,,,,,,,,,,,,,,,,,,,,,,
46400960.9460833,,,,,-0.0813150965,-0.3469313268,-0.0906763741,,,,,,,,,,,,,,,,,,,,
46400.9813626667,,,,,,,,,,,-70.2968750000,-127.4761505127,227.2462768555,,,,,,,,,,,,,,
46401002.8781667,-0.0709991455,-0.8734283447,-0.7293090820,,,,,,,,,,,,,,,,,,,,,,,,
46401058.324125,,,,,0.6959039665,-0.0683476325,-0.1980773998,,,,,,,,,,,,,,,,,,,,
46401.0824089583,,,,,,,,,,,-71.3059234619,-129.1578826904,226.2653656006,,,,,,,,,,,,,,
46401103.6285,0.0686950684,-0.9280700684,-0.4710388184,,,,,,,,,,,,,,,,,,,,,,,,
46401155.7061667,,,,,0.1910285450,0.2127863048,0.1750434532,,,,,,,,,,,,,,,,,,,,
46401.1834547917,,,,,,,,,,,-70.4650573730,-130.6714630127,228.3906860352,,,,,,,,,,,,,,
46401204.5947917,-0.1466064453,-0.9323272705,-0.5703582764,,,,,,,,,,,,,,,,,,,,,,,,
46401253.0841667,,,,,-0.1128719575,1.0730624380,0.0496466490,,,,,,,,,,,,,,,,,,,,
46401.2845217917,,,,,,,,,,,-68.6151275635,-129.4942321777,231.1699676514,,,,,,,,,,,,,,
46401305.4441667,-0.0298156738,-0.9846191406,-0.4450225830,,,,,,,,,,,,,,,,,,,,,,,,
46401350.46625,,,,,-0.0207910323,-0.1524782229,0.2825241074,,,,,,,,,,,,,,,,,,,,
46401.38556225,,,,,,,,,,,-68.1106109619,-131.3441619873,230.3525238037,,,,,,,,,,,,,,
46401406.1825,-0.0731964111,-0.8978118896,-0.5038299561,,,,,,,,,,,,,,,,,,,,,,,,
46401447.8442917,,,,,0.1980156144,0.1920916789,0.0130731915,,,,,,,,,,,,,,,,,,,,
46401.4866079583,,,,,,,,,,,-70.1287078857,-130.6714630127,230.0255584717,,,,,,,,,,,,,,
1451522795999.89,,,,,,,,,,,,,,52.4899460436102,13.3823705148419,262.633056640625,9.55000019073486,38.4918212890625,10.0,3.0,,,,,,,
46401507.124625,-0.0352478027,-0.9377899170,-0.4227752686,,,,,,,,,,,,,,,,,,,,,,,,
46401545.2262917,,,,,-0.2842655484,0.0928239472,0.0005837649,,,,,,,,,,,,,,,,,,,,
46401.587651,,,,,,,,,,,-69.4560089111,-131.0078125000,231.0064697266,,,,,,,,,,,,,,
46401607.9570833,-0.1641540527,-0.8039398193,-0.5319366455,,,,,,,,,,,,,,,,,,,,,,,,
46401642.6042917,,,,,0.3830179585,0.0048453553,-0.0968690225,,,,,,,,,,,,,,,,,,,,
46401.6887030417,,,,,,,,,,,-69.7923583984,-132.0168609619,229.6985778809,,,,,,,,,,,,,,
46401708.8105,-0.0965118408,-0.8998870850,-0.4873046875,,,,,,,,,,,,,,,,,,,,,,,,
46401739.9862917,,,,,-0.2954532219,0.1580588770,-0.0395016032,,,,,,,,,,,,,,,,,,,,
46401.7897712917,,,,,,,,,,,-70.4650573730,-131.0078125000,229.3716125488,,,,,,,,,,,,,,
46401809.6460417,-0.1176757812,-0.5806884766,-0.6255187988,,,,,,,,,,,,,,,,,,,,,,,,
46401837.3643333,,,,,-0.6212425117,0.3688075972,-0.3612649924,,,,,,,,,,,,,,,,,,,,
46401.8908081667,,,,,,,,,,,-66.7652130127,-127.3079681396,229.0446319580,,,,,,,,,,,,,,
46401910.494375,0.1122589111,-0.8245544434,-0.7423553467,,,,,,,,,,,,,,,,,,,,,,,,
46401934.7463333,,,,,-0.8196309687,0.0866416850,-0.2301892636,,,,,,,,,,,,,,,,,,,,
46401.991848625,,,,,,,,,,,-65.7561645508,-126.9716186523,226.1018829346,,,,,,,,,,,,,,
46402011.3425,0.0939483643,-0.6319427490,-0.8085021973,,,,,,,,,,,,,,,,,,,,,,,,
46402032.124375,,,,,0.1396553686,0.3379514139,-0.1236031651,,,,,,,,,,,,,,,,,,,,
46402.0929136667,,,,,,,,,,,-63.4017333984,-129.6624145508,227.4097747803,,,,,,,,,,,,,,
46402112.189,0.1461944580,-0.7561035156,-0.6994934082,,,,,,,,,,,,,,,,,,,,,,,,
46402129.5063333,,,,,0.1683978010,-0.1441249519,0.1017354168,,,,,,,,,,,,,,,,,,,,
46402.1940546667,,,,,,,,,,,-67.4379119873,-131.0078125000,229.0446319580,,,,,,,,,,,,,,
46402213.0170833,0.1131744385,-1.0228424072,-0.5057067871,,,,,,,,,,,,,,,,,,,,,,,,
46402226.884375,,,,,0.4660622455,0.0938343505,0.2891457911,,,,,,,,,,,,,,,,,,,,
46402.2951025417,,,,,,,,,,,-69.9605255127,-134.5394744873,231.1699676514,,,,,,,,,,,,,,
46402313.8575833,-0.1448059082,-0.8386077881,-0.4741363525,,,,,,,,,,,,,,,,,,,,,,,,
46402324.2662917,,,,,0.8747855675,-0.3197718774,0.4247552854,,,,,,,,,,,,,,,,,,,,
46402.3961619167,,,,,,,,,,,-73.1558380127,-136.3893890381,231.9873962402,,,,,,,,,,,,,,
46402414.7196667,-0.1296234131,-1.1046905518,0.0540161133,,,,,,,,,,,,,,,,,,,,,,,,
46402421.6442917,,,,,-0.0987966185,0.4557076089,0.0740899405,,,,,,,,,,,,,,,,,,,,
46402.4972155833,,,,,,,,,,,-71.1377410889,-135.7166900635,233.9492340088,,,,,,,,,,,,,,
1451522796999.89,,,,,,,,,,,,,,52.4899337527767,13.3822143919088,262.633056640625,12.0900001525879,38.4065551757812,10.0,3.0,,,,,,,
46402519.0262917,,,,,-0.9385357850,0.0415280025,-0.4528662823,,,,,,,,,,,,,,,,,,,,
