unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
46671.5182826667,,,,,,,,,,,-85.2643890381,-116.5448150635,217.6005706787,,,,,,,,,,,,,,
46671583.154125,0.0724792480,-0.9911041260,-0.6527709961,,,,,,,,,,,,,,,,,,,,,,,,
46671.6193246667,,,,,,,,,,,-85.2643890381,-115.5357666016,218.5814971924,,,,,,,,,,,,,,
46671608.037375,,,,,0.3560902041,0.1031394353,-0.0552938821,,,,,,,,,,,,,,,,,,,,
46671683.9336667,0.0431213379,-0.8404083252,-0.6622161865,,,,,,,,,,,,,,,,,,,,,,,,
46671705.420875,,,,,0.3642317539,0.3938911126,0.1693517453,,,,,,,,,,,,,,,,,,,,
46671.7203649583,,,,,,,,,,,-84.2553405762,-116.8811645508,218.5814971924,,,,,,,,,,,,,,
46671784.7465417,-0.0081787109,-0.7843322754,-0.5401916504,,,,,,,,,,,,,,,,,,,,,,,,
46671802.8007917,,,,,-0.1331181071,-0.1227552147,-0.1410780293,,,,,,,,,,,,,,,,,,,,
46671.8214042083,,,,,,,,,,,-84.9280395508,-115.5357666016,216.2926788330,,,,,,,,,,,,,,
46671885.5449583,0.0372314453,-0.6522369385,-0.2759552002,,,,,,,,,,,,,,,,,,,,,,,,
46671900.1842917,,,,,0.1007591019,0.0695532456,-0.1412221063,,,,,,,,,,,,,,,,,,,,
46671.922444,,,,,,,,,,,-83.4144744873,-120.7491760254,213.5134124756,,,,,,,,,,,,,,
46671986.3569167,0.0861816406,-0.8946838379,-0.6976318359,,,,,,,,,,,,,,,,,,,,,,,,
46671997.5641667,,,,,-0.1262652610,0.2822817597,0.0694467191,,,,,,,,,,,,,,,,,,,,
46672.0234827917,,,,,,,,,,,-80.2191619873,-121.5900421143,214.6578216553,,,,,,,,,,,,,,
46672094.9477083,,,,,-0.2823984062,-0.0333859201,0.0466058517,,,,,,,,,,,,,,,,,,,,
46672087.0619167,0.1344757080,-0.8673553467,-0.7495880127,,,,,,,,,,,,,,,,,,,,,,,,
46672.12456375,,,,,,,,,,,-81.2282104492,-122.2627410889,215.6387329102,,,,,,,,,,,,,,
46672187.8776667,0.1293334961,-0.7144622803,-0.5318756104,,,,,,,,,,,,,,,,,,,,,,,,
46672192.3274583,,,,,0.3320903290,-0.2259511090,-0.0186650308,,,,,,,,,,,,,,,,,,,,
46672.225599375,,,,,,,,,,,-80.2191619873,-120.9173431396,216.6196594238,,,,,,,,,,,,,,
46672289.7109583,,,,,-0.0029878004,-0.1173412745,-0.0685865181,,,,,,,,,,,,,,,,,,,,
46672288.6608333,0.0630493164,-0.8287506104,-0.4720764160,,,,,,,,,,,,,,,,,,,,,,,,
1451523066999.97,,,,,,,,,,,,,,52.4958073069293,13.36121857462,9.10584545135498,17.0300006866455,38.9398803710938,10.0,3.0,,,,,,,
46672.32678675,,,,,,,,,,,-80.7236785889,-121.4218750000,218.0910339355,,,,,,,,,,,,,,
46672387.0910417,,,,,-0.0991819779,0.0123512085,-0.0277586607,,,,,,,,,,,,,,,,,,,,
46672389.4635833,0.0296630859,-0.7937011719,-0.6366424561,,,,,,,,,,,,,,,,,,,,,,,,
46672.42781325,,,,,,,,,,,-82.4054260254,-121.4218750000,217.4370880127,,,,,,,,,,,,,,
46672484.474625,,,,,0.2262858683,0.2405755918,0.0495630258,,,,,,,,,,,,,,,,,,,,
46672490.4767917,0.1476593018,-0.6699676514,-0.5985565186,,,,,,,,,,,,,,,,,,,,,,,,
46672.52885475,,,,,,,,,,,-81.0600280762,-121.4218750000,215.8022308350,,,,,,,,,,,,,,
46672581.8545,,,,,-0.0123544043,0.2178625561,0.0628170459,,,,,,,,,,,,,,,,,,,,
46672591.179875,0.1771697998,-0.8697967529,-0.4806976318,,,,,,,,,,,,,,,,,,,,,,,,
46672.6299014167,,,,,,,,,,,-82.0690765381,-122.4309234619,215.8022308350,,,,,,,,,,,,,,
46672679.2380417,,,,,0.8005369026,0.6137592954,0.0888079002,,,,,,,,,,,,,,,,,,,,
46672691.860125,0.0927886963,-0.6163024902,-0.4568634033,,,,,,,,,,,,,,,,,,,,,,,,
46672.7309580417,,,,,,,,,,,-79.2101135254,-125.2898864746,214.9847869873,,,,,,,,,,,,,,
46672776.6179167,,,,,-0.5857692060,0.0567775292,-0.0295176786,,,,,,,,,,,,,,,,,,,,
46672792.6574583,0.2046356201,-0.8256683350,-0.6305999756,,,,,,,,,,,,,,,,,,,,,,,,
46672.8320095417,,,,,,,,,,,-79.0419464111,-122.7672729492,214.4943389893,,,,,,,,,,,,,,
46672874.0015,,,,,0.4772107705,0.2066573058,-0.0157944095,,,,,,,,,,,,,,,,,,,,
46672893.5210833,0.1918792725,-0.9004821777,-0.2148437500,,,,,,,,,,,,,,,,,,,,,,,,
46672.9330506667,,,,,,,,,,,-78.2010650635,-120.5809936523,214.0038757324,,,,,,,,,,,,,,
46672971.381375,,,,,-0.7232679467,-0.4890522499,-0.0336692804,,,,,,,,,,,,,,,,,,,,
46672994.2294583,0.2519226074,-0.7365722656,-0.7743072510,,,,,,,,,,,,,,,,,,,,,,,,
46673.0340935,,,,,,,,,,,-79.7146453857,-120.0764770508,213.8403930664,,,,,,,,,,,,,,
46673068.7649167,,,,,-0.4288469661,-0.2687782014,-0.0932620372,,,,,,,,,,,,,,,,,,,,
46673095.0284167,0.4015197754,-0.9615783691,-0.7088775635,,,,,,,,,,,,,,,,,,,,,,,,
46673.13514325,,,,,,,,,,,-81.0600280762,-117.7220306396,212.8594665527,,,,,,,,,,,,,,
46673166.144875,,,,,0.5037699434,0.3384970956,0.0845665499,,,,,,,,,,,,,,,,,,,,
46673195.9186667,0.1398620605,-0.5835418701,-0.3799591064,,,,,,,,,,,,,,,,,,,,,,,,
46673.2362149583,,,,,,,,,,,-79.5464630127,-120.2446441650,212.6959838867,,,,,,,,,,,,,,
46673263.5284167,,,,,-0.1569464746,0.0534794705,-0.1774887677,,,,,,,,,,,,,,,,,,,,
46673296.6230417,0.2801055908,-0.6427917480,-0.6915283203,,,,,,,,,,,,,,,,,,,,,,,,
1451523067999.97,,,,,,,,,,,,,,52.4959701161661,13.3612521578446,9.37210369110107,16.7199993133545,38.7369995117188,10.0,3.0,,,,,,,
46673.3372755417,,,,,,,,,,,-78.8737640381,-123.2717895508,213.3499298096,,,,,,,,,,,,,,
46673360.9083333,,,,,0.1905140223,0.7062069379,0.1374587933,,,,,,,,,,,,,,,,,,,,
46673397.5557083,0.3823242188,-0.8365325928,-0.6094818115,,,,,,,,,,,,,,,,,,,,,,,,
46673.4383147917,,,,,,,,,,,-81.7327270508,-124.1126556396,217.1101226807,,,,,,,,,,,,,,
46673458.291875,,,,,0.2829970848,-0.3213569908,0.0442271162,,,,,,,,,,,,,,,,,,,,
46673498.3640833,0.1514892578,-0.6739807129,-0.4462585449,,,,,,,,,,,,,,,,,,,,,,,,
46673.53937825,,,,,,,,,,,-78.0328979492,-120.4128265381,218.7449798584,,,,,,,,,,,,,,
46673555.671625,,,,,-0.0144782753,0.3311968384,0.0014253238,,,,,,,,,,,,,,,,,,,,
46673599.158875,0.2907409668,-0.8981628418,-0.7694091797,,,,,,,,,,,,,,,,,,,,,,,,
46673.6404094583,,,,,,,,,,,-77.3601989746,-118.0583801270,216.7831420898,,,,,,,,,,,,,,
46673653.0551667,,,,,0.2142670223,0.0380208856,-0.1277422501,,,,,,,,,,,,,,,,,,,,
46673699.8319583,0.1746673584,-0.9042968750,-0.7142639160,,,,,,,,,,,,,,,,,,,,,,,,
46673.741438875,,,,,,,,,,,-80.7236785889,-117.0493316650,215.1482849121,,,,,,,,,,,,,,
46673750.4350833,,,,,-0.4714695278,-0.9309572275,0.0532379218,,,,,,,,,,,,,,,,,,,,
46673800.6289583,-0.0186462402,-0.8081359863,-0.6439666748,,,,,,,,,,,,,,,,,,,,,,,,
46673.8424795833,,,,,,,,,,,-84.7598724365,-116.7129974365,216.1291961670,,,,,,,,,,,,,,
46673847.81875,,,,,-0.2167211253,-0.2386602464,-0.0106190885,,,,,,,,,,,,,,,,,,,,
46673901.4279583,0.0055389404,-0.6963958740,-0.7342987061,,,,,,,,,,,,,,,,,,,,,,,,
46673.9435090417,,,,,,,,,,,-85.7689208984,-117.0493316650,216.4561767578,,,,,,,,,,,,,,
46673945.1985417,,,,,0.1633591002,0.0206999522,-0.1439883317,,,,,,,,,,,,,,,,,,,,
46674002.351,0.0561218262,-0.6318054199,-0.5735168457,,,,,,,,,,,,,,,,,,,,,,,,
46674.0446180833,,,,,,,,,,,-85.4325714111,-118.3947296143,215.4752502441,,,,,,,,,,,,,,
46674042.5822083,,,,,0.0047484162,0.0838906396,-0.1039953753,,,,,,,,,,,,,,,,,,,,
46674103.03375,0.0331268311,-0.7966766357,-0.7082977295,,,,,,,,,,,,,,,,,,,,,,,,
46674.1456537083,,,,,,,,,,,-85.4325714111,-115.0312500000,213.8403930664,,,,,,,,,,,,,,
46674139.9621667,,,,,-0.0744052587,0.0152002582,-0.0326351749,,,,,,,,,,,,,,,,,,,,
46674203.8269167,0.0546569824,-0.7093658447,-0.6243591309,,,,,,,,,,,,,,,,,,,,,,,,
46674237.3457083,,,,,0.1013564490,0.0263173579,0.0549466059,,,,,,,,,,,,,,,,,,,,
46674.2466925,,,,,,,,,,,-83.4144744873,-116.3766479492,215.8022308350,,,,,,,,,,,,,,
1451523068999.97,,,,,,,,,,,,,,52.4961157553637,13.3612859142877,7.18426036834717,16.5400009155273,39.0820922851562,10.0,3.0,,,,,,,
46674304.6074583,0.0395660400,-0.7894744873,-0.5675659180,,,,,,,,,,,,,,,,,,,,,,,,
46674.347736625,,,,,,,,,,,-83.5826416016,-118.2265625000,214.3308410645,,,,,,,,,,,,,,
46674334.725625,,,,,0.2284707257,0.2044151905,-0.0426539870,,,,,,,,,,,,,,,,,,,,
46674405.387,-0.0026550293,-0.7204132080,-0.7254180908,,,,,,,,,,,,,,,,,,,,,,,,
46674432.1091667,,,,,0.3285864079,0.5126792825,-0.1187556793,,,,,,,,,,,,,,,,,,,,
46674.44879325,,,,,,,,,,,-81.9009094238,-119.2356109619,214.3308410645,,,,,,,,,,,,,,
46674506.2510417,0.0342864990,-0.8751220703,-0.5186004639,,,,,,,,,,,,,,,,,,,,,,,,
46674529.4889167,,,,,-0.3537684603,-0.0383117028,-0.2543438683,,,,,,,,,,,,,,,,,,,,
46674.5494102083,,,,,,,,,,,-81.0600280762,-119.4037780762,213.5134124756,,,,,,,,,,,,,,
46674606.9194583,0.0372161865,-0.7589263916,-0.8616180420,,,,,,,,,,,,,,,,,,,,,,,,
46674626.8726667,,,,,0.0893959262,-0.2156531977,0.0099929794,,,,,,,,,,,,,,,,,,,,
46674.6504776667,,,,,,,,,,,-82.0690765381,-118.7310791016,215.1482849121,,,,,,,,,,,,,,
46674707.6885833,0.1051177979,-0.8587036133,-0.7035980225,,,,,,,,,,,,,,,,,,,,,,,,
46674724.2525833,,,,,-0.3713229529,-0.1615121980,0.0423570445,,,,,,,,,,,,,,,,,,,,
46674.7515175,,,,,,,,,,,-83.5826416016,-115.5357666016,215.3117675781,,,,,,,,,,,,,,
46674808.6072083,0.0366973877,-0.7124633789,-0.6884765625,,,,,,,,,,,,,,,,,,,,,,,,
46674821.6361667,,,,,0.2275910836,0.0195598529,-0.0285530816,,,,,,,,,,,,,,,,,,,,
46674.8525559167,,,,,,,,,,,-81.9009094238,-119.2356109619,216.9466247559,,,,,,,,,,,,,,
46674909.34575,0.0421295166,-0.7153625488,-0.4434356689,,,,,,,,,,,,,,,,,,,,,,,,
46674919.0160417,,,,,-0.0593429523,-0.1086495156,-0.0753325714,,,,,,,,,,,,,,,,,,,,
46674.9535967083,,,,,,,,,,,-84.2553405762,-118.5629119873,215.3117675781,,,,,,,,,,,,,,
46675016.3995833,,,,,0.3349396450,0.3368288915,-0.0562371738,,,,,,,,,,,,,,,,,,,,
46675010.1243333,0.0312194824,-0.7114410400,-0.6775665283,,,,,,,,,,,,,,,,,,,,,,,,
46675.0546345417,,,,,,,,,,,-82.4054260254,-119.0674285889,215.4752502441,,,,,,,,,,,,,,
46675110.80875,0.1178131104,-0.8299560547,-0.6963348389,,,,,,,,,,,,,,,,,,,,,,,,
46675113.7795417,,,,,0.0687420467,0.5948569769,0.0069548452,,,,,,,,,,,,,,,,,,,,
46675.1557253333,,,,,,,,,,,-80.2191619873,-118.8992614746,214.3308410645,,,,,,,,,,,,,,
46675211.1630833,,,,,0.2849505135,-0.0809206824,-0.0360394938,,,,,,,,,,,,,,,,,,,,
46675211.603125,0.0954742432,-0.7929382324,-0.4931945801,,,,,,,,,,,,,,,,,,,,,,,,
46675.25676225,,,,,,,,,,,-80.5555114746,-118.5629119873,215.9657135010,,,,,,,,,,,,,,
1451523069999.97,,,,,,,,,,,,,,52.4962545847545,13.361330842249,2.60256218910217,16.0499992370605,38.8685302734375,10.0,3.0,,,,,,,
46675308.5430833,,,,,0.1902077587,0.3690392923,-0.0210706642,,,,,,,,,,,,,,,,,,,,
46675312.4940833,0.1571655273,-0.8568115234,-0.5374145508,,,,,,,,,,,,,,,,,,,,,,,,
46675.3578035833,,,,,,,,,,,-79.5464630127,-119.9083099365,214.9847869873,,,,,,,,,,,,,,
46675405.9265,,,,,-0.0994216624,-0.0086392946,-0.0726789977,,,,,,,,,,,,,,,,,,,,
46675413.1804583,0.1824645996,-0.7559967041,-0.5693969727,,,,,,,,,,,,,,,,,,,,,,,,
46675.4588669583,,,,,,,,,,,-80.5555114746,-118.2265625000,213.0229492188,,,,,,,,,,,,,,
46675503.3065833,,,,,-0.5615243200,-0.6778884807,0.1070873053,,,,,,,,,,,,,,,,,,,,
46675513.98975,0.0935363770,-0.7588348389,-0.6908874512,,,,,,,,,,,,,,,,,,,,,,,,
46675.5599061667,,,,,,,,,,,-83.0781250000,-118.3947296143,214.1673583984,,,,,,,,,,,,,,
46675600.6899583,,,,,0.1829035068,-0.1406133077,-0.2647349903,,,,,,,,,,,,,,,,,,,,
46675614.794625,0.1117553711,-0.6901550293,-0.5633850098,,,,,,,,,,,,,,,,,,,,,,,,
46675.6609447083,,,,,,,,,,,-82.4054260254,-117.0493316650,214.8213043213,,,,,,,,,,,,,,
46675698.0699583,,,,,-0.2296326629,-0.0703495307,0.0817257560,,,,,,,,,,,,,,,,,,,,
46675715.6230417,0.0826873779,-0.7721252441,-0.8145599365,,,,,,,,,,,,,,,,,,,,,,,,
46675.7620610833,,,,,,,,,,,-85.7689208984,-119.0674285889,214.1673583984,,,,,,,,,,,,,,
46675795.4535833,,,,,0.1688345594,-0.0134215329,-0.1842217716,,,,,,,,,,,,,,,,,,,,
46675816.4264167,0.1086730957,-0.8101196289,-0.6044616699,,,,,,,,,,,,,,,,,,,,,,,,
46675.8630932083,,,,,,,,,,,-85.4325714111,-117.7220306396,214.1673583984,,,,,,,,,,,,,,
46675892.8335,,,,,0.0221415213,0.0167661970,0.0613312683,,,,,,,,,,,,,,,,,,,,
46675917.22975,0.0719604492,-0.7206268311,-0.6969604492,,,,,,,,,,,,,,,,,,,,,,,,
46675.9642070833,,,,,,,,,,,-84.5916900635,-120.5809936523,215.3117675781,,,,,,,,,,,,,,
46675990.2173333,,,,,0.1864961111,0.0106414591,-0.1476786740,,,,,,,,,,,,,,,,,,,,
46676018.16425,0.0851745605,-0.7748870850,-0.4454498291,,,,,,,,,,,,,,,,,,,,,,,,
46676.0652490417,,,,,,,,,,,-86.7779541016,-118.0583801270,215.4752502441,,,,,,,,,,,,,,
46676087.59725,,,,,-0.2576579060,-0.1164049070,0.0263250811,,,,,,,,,,,,,,,,,,,,
46676119.005,0.0998382568,-0.7298431396,-0.7213592529,,,,,,,,,,,,,,,,,,,,,,,,
46676.1655728333,,,,,,,,,,,-86.4416046143,-118.3947296143,216.4561767578,,,,,,,,,,,,,,
46676184.980875,,,,,-0.0838935691,0.0307224927,-0.0207516175,,,,,,,,,,,,,,,,,,,,
46676219.82325,0.1153717041,-0.7226104736,-0.7139282227,,,,,,,,,,,,,,,,,,,,,,,,
46676.266439375,,,,,,,,,,,-87.1143035889,-117.7220306396,215.1482849121,,,,,,,,,,,,,,
46676282.3609583,,,,,0.1306331115,0.2214224036,-0.0668727739,,,,,,,,,,,,,,,,,,,,
1451523070999.97,,,,,,,,,,,,,,52.496316605323,13.3613649515268,2.60256218910217,15.3400001525879,39.00341796875,10.0,3.0,,,,,,,
46676320.6074167,0.0853881836,-0.7372436523,-0.6220245361,,,,,,,,,,,,,,,,,,,,,,,,
46676.3674791667,,,,,,,,,,,-85.2643890381,-116.2084655762,215.9657135010,,,,,,,,,,,,,,
46676379.7445417,,,,,-0.0950170603,-0.0977569204,0.0915341782,,,,,,,,,,,,,,,,,,,,
46676421.3015833,0.0984344482,-0.7518463135,-0.7631988525,,,,,,,,,,,,,,,,,,,,,,,,
46676.4684326667,,,,,,,,,,,-86.1052551270,-114.3585510254,216.7831420898,,,,,,,,,,,,,,
46676477.124625,,,,,-0.0699505892,-0.0918833187,-0.0717146671,,,,,,,,,,,,,,,,,,,,
46676522.1049167,0.2446594238,-0.6838989258,-0.7420959473,,,,,,,,,,,,,,,,,,,,,,,,
46676.5694777917,,,,,,,,,,,-85.9370880127,-115.8721160889,216.2926788330,,,,,,,,,,,,,,
46676574.50825,,,,,-0.0155720355,-0.0295147491,0.1229959644,,,,,,,,,,,,,,,,,,,,
46676623.0181667,-0.0884704590,-0.8348236084,-0.9474487305,,,,,,,,,,,,,,,,,,,,,,,,
46676.67052425,,,,,,,,,,,-87.4506530762,-116.3766479492,218.0910339355,,,,,,,,,,,,,,
46676671.8882917,,,,,0.4071914717,0.3374933502,-0.1405885403,,,,,,,,,,,,,,,,,,,,
46676723.82025,0.0470733643,-0.6750030518,-0.4441986084,,,,,,,,,,,,,,,,,,,,,,,,
46676769.2719583,,,,,-0.2899511311,-0.2612316019,-0.3021111246,,,,,,,,,,,,,,,,,,,,
46676.7715674583,,,,,,,,,,,-86.7779541016,-117.3856811523,216.1291961670,,,,,,,,,,,,,,
46676824.6414167,0.1249084473,-0.6604919434,-0.8913116455,,,,,,,,,,,,,,,,,,,,,,,,
46676.8726094583,,,,,,,,,,,-87.2824859619,-114.5267181396,214.0038757324,,,,,,,,,,,,,,
46676866.6520417,,,,,0.0842206053,0.2490162146,-0.1552202136,,,,,,,,,,,,,,,,,,,,
46676925.458125,0.1466369629,-0.7327575684,-0.6177825928,,,,,,,,,,,,,,,,,,,,,,,,
46676964.0356667,,,,,-0.1272192053,-0.0615477833,0.0964740758,,,,,,,,,,,,,,,,,,,,
46676.9737609167,,,,,,,,,,,-87.1143035889,-114.3585510254,213.8403930664,,,,,,,,,,,,,,
46677026.1814583,0.0486602783,-0.6630859375,-0.7269134521,,,,,,,,,,,,,,,,,,,,,,,,
46677061.4157917,,,,,0.0744966052,0.1188390363,0.0693351327,,,,,,,,,,,,,,,,,,,,
46677.0749216667,,,,,,,,,,,-86.7779541016,-115.7039489746,214.4943389893,,,,,,,,,,,,,,
46677127.1229583,0.0903930664,-0.7038269043,-0.7945709229,,,,,,,,,,,,,,,,,,,,,,,,
46677158.7994583,,,,,-0.0330005606,0.0433954110,-0.0186900645,,,,,,,,,,,,,,,,,,,,
46677.175947,,,,,,,,,,,-87.4506530762,-116.3766479492,214.4943389893,,,,,,,,,,,,,,
46677227.9165,0.0463104248,-0.7403259277,-0.6480102539,,,,,,,,,,,,,,,,,,,,,,,,
46677256.1796667,,,,,-0.2236972758,-0.1431347886,-0.0046221824,,,,,,,,,,,,,,,,,,,,
46677.2769919167,,,,,,,,,,,-86.9461364746,-115.1994171143,216.6196594238,,,,,,,,,,,,,,
1451523071999.97,,,,,,,,,,,,,,52.4964872710222,13.3614343896782,15.133846282959,14.4200000762939,39.1429443359375,10.0,3.0,,,,,,,
46677328.615375,-0.0019836426,-0.6912841797,-0.7625274658,,,,,,,,,,,,,,,,,,,,,,,,
46677353.5634167,,,,,0.1646262323,0.1744058924,-0.0340083008,,,,,,,,,,,,,,,,,,,,
46677.378030375,,,,,,,,,,,-86.1052551270,-116.0402984619,216.4561767578,,,,,,,,,,,,,,
46677429.42,0.0337677002,-0.6477355957,-0.7833557129,,,,,,,,,,,,,,,,,,,,,,,,
46677450.9435,,,,,0.1540553469,0.1076564229,-0.0457943865,,,,,,,,,,,,,,,,,,,,
46677.479085625,,,,,,,,,,,-85.0962219238,-115.0312500000,215.8022308350,,,,,,,,,,,,,,
46677530.34125,0.0493469238,-0.7298431396,-0.8809051514,,,,,,,,,,,,,,,,,,,,,,,,
46677548.3272917,,,,,0.0649864569,0.1273899139,0.0599418972,,,,,,,,,,,,,,,,,,,,
46677.5801275833,,,,,,,,,,,-85.0962219238,-116.7129974365,217.1101226807,,,,,,,,,,,,,,
46677631.1421667,0.0583953857,-0.7260437012,-0.6856231689,,,,,,,,,,,,,,,,,,,,,,,,
46677645.7075,,,,,0.0496650249,0.0376509725,-0.0499225525,,,,,,,,,,,,,,,,,,,,
46677.6811672917,,,,,,,,,,,-85.7689208984,-117.3856811523,215.4752502441,,,,,,,,,,,,,,
46677731.9570417,0.0171508789,-0.6348419189,-0.7615203857,,,,,,,,,,,,,,,,,,,,,,,,
46677743.0912083,,,,,0.0744859525,0.1971412986,-0.0724534280,,,,,,,,,,,,,,,,,,,,
46677.7822107083,,,,,,,,,,,-88.1233520508,-116.3766479492,217.4370880127,,,,,,,,,,,,,,
46677832.663625,0.0676116943,-0.7202453613,-0.7204437256,,,,,,,,,,,,,,,,,,,,,,,,
46677840.4715,,,,,-0.2068823430,-0.0388158392,-0.0105842011,,,,,,,,,,,,,,,,,,,,
46677.8832553333,,,,,,,,,,,-87.2824859619,-113.5176849365,216.2926788330,,,,,,,,,,,,,,
46677937.85525,,,,,0.2758675363,0.2961706775,-0.0665356177,,,,,,,,,,,,,,,,,,,,
46677933.4875417,0.0490112305,-0.5745544434,-0.7426757812,,,,,,,,,,,,,,,,,,,,,,,,
46677.984283,,,,,,,,,,,-86.7779541016,-115.3675994873,216.1291961670,,,,,,,,,,,,,,
46678034.4061667,0.1159057617,-0.6908264160,-0.8805541992,,,,,,,,,,,,,,,,,,,,,,,,
46678035.2355417,,,,,-0.2098946445,-0.1503668688,-0.0567120154,,,,,,,,,,,,,,,,,,,,
46678.0853255833,,,,,,,,,,,-86.6097869873,-114.5267181396,216.6196594238,,,,,,,,,,,,,,
46678132.619375,,,,,0.1602804860,0.1765446771,0.0452055616,,,,,,,,,,,,,,,,,,,,
46678135.09625,0.0596160889,-0.6502380371,-0.6274414062,,,,,,,,,,,,,,,,,,,,,,,,
46678.1863695417,,,,,,,,,,,-87.9551849365,-114.1903686523,215.3117675781,,,,,,,,,,,,,,
46678229.9995,,,,,-0.1128605059,-0.0807145537,0.0786495386,,,,,,,,,,,,,,,,,,,,
46678235.8892917,-0.0050811768,-0.7132873535,-0.9388732910,,,,,,,,,,,,,,,,,,,,,,,,
46678.2865850417,,,,,,,,,,,-88.1233520508,-114.6949005127,215.4752502441,,,,,,,,,,,,,,
1451523072999.97,,,,,,,,,,,,,,52.4966170344008,13.3614847504548,15.133846282959,13.6800003051758,40.3972778320312,10.0,4.0,,,,,,,
46678327.3835,,,,,0.2685707412,0.1891060090,-0.0322671261,,,,,,,,,,,,,,,,,,,,
46678336.79,0.0514526367,-0.5940399170,-0.6215362549,,,,,,,,,,,,,,,,,,,,,,,,
46678.3876268333,,,,,,,,,,,-86.9461364746,-114.5267181396,215.6387329102,,,,,,,,,,,,,,
46678424.7637917,,,,,-0.2226802145,-0.0985971478,0.0343947255,,,,,,,,,,,,,,,,,,,,
46678437.4854167,0.0553436279,-0.7499237061,-0.8114776611,,,,,,,,,,,,,,,,,,,,,,,,
46678.488676875,,,,,,,,,,,-87.2824859619,-112.8449859619,215.6387329102,,,,,,,,,,,,,,
46678522.1477083,,,,,0.1886633916,0.2233332216,-0.0731328004,,,,,,,,,,,,,,,,,,,,
46678538.3714167,-0.0001983643,-0.6669158936,-0.7645416260,,,,,,,,,,,,,,,,,,,,,,,,
46678.589728625,,,,,,,,,,,-87.1143035889,-115.3675994873,214.4943389893,,,,,,,,,,,,,,
46678619.5280417,,,,,0.1683887462,0.1111001565,-0.1203383960,,,,,,,,,,,,,,,,,,,,
46678639.1665,0.1391754150,-0.6639404297,-0.6723327637,,,,,,,,,,,,,,,,,,,,,,,,
46678.6904710833,,,,,,,,,,,-86.7779541016,-115.0312500000,215.8022308350,,,,,,,,,,,,,,
46678716.9119167,,,,,-0.0641371748,0.0580350738,0.0677827761,,,,,,,,,,,,,,,,,,,,
46678739.9542917,0.0124053955,-0.6705474854,-0.7759094238,,,,,,,,,,,,,,,,,,,,,,,,
46678.7915159167,,,,,,,,,,,-85.9370880127,-118.2265625000,216.6196594238,,,,,,,,,,,,,,
46678814.2922917,,,,,0.0681726628,0.0325036148,-0.0701290210,,,,,,,,,,,,,,,,,,,,
46678840.7497083,0.0696105957,-0.6920318604,-0.6408691406,,,,,,,,,,,,,,,,,,,,,,,,
46678.8926783333,,,,,,,,,,,-86.9461364746,-115.8721160889,214.3308410645,,,,,,,,,,,,,,
46678911.6762083,,,,,-0.1372673121,-0.0758630731,-0.0677537476,,,,,,,,,,,,,,,,,,,,
46678941.5455,0.0434112549,-0.6622009277,-0.8142242432,,,,,,,,,,,,,,,,,,,,,,,,
46678.9937038333,,,,,,,,,,,-87.2824859619,-114.1903686523,217.2736053467,,,,,,,,,,,,,,
46679009.056625,,,,,0.0590939467,-0.0132811844,-0.0393668472,,,,,,,,,,,,,,,,,,,,
46679042.2542917,0.0682525635,-0.7080688477,-0.7166137695,,,,,,,,,,,,,,,,,,,,,,,,
46679.094744,,,,,,,,,,,-86.9461364746,-114.5267181396,214.9847869873,,,,,,,,,,,,,,
46679106.4405417,,,,,-0.0337827311,-0.1071922339,-0.0353025971,,,,,,,,,,,,,,,,,,,,
46679143.0862083,0.0818634033,-0.6803283691,-0.8462066650,,,,,,,,,,,,,,,,,,,,,,,,
46679.1957835833,,,,,,,,,,,-85.7689208984,-116.3766479492,215.8022308350,,,,,,,,,,,,,,
46679203.821,,,,,0.2351765653,0.2578549799,0.0790647254,,,,,,,,,,,,,,,,,,,,
46679243.8745833,0.0237731934,-0.6835784912,-0.5902099609,,,,,,,,,,,,,,,,,,,,,,,,
46679.29686575,,,,,,,,,,,-86.9461364746,-114.5267181396,215.9657135010,,,,,,,,,,,,,,
46679301.20475,,,,,-0.2230282897,-0.1434168173,0.0568315913,,,,,,,,,,,,,,,,,,,,
1451523073999.97,,,,,,,,,,,,,,52.4967295544908,13.3615280991121,14.3559303283691,12.9799995422363,38.900146484375,10.0,3.0,,,,,,,
46679344.6591667,-0.0466613770,-0.7166290283,-0.8839721680,,,,,,,,,,,,,,,,,,,,,,,,
46679.397297625,,,,,,,,,,,-85.7689208984,-115.3675994873,214.1673583984,,,,,,,,,,,,,,
46679398.5853333,,,,,0.1067418933,0.1302125983,-0.0514064659,,,,,,,,,,,,,,,,,,,,
46679445.3399167,0.0630798340,-0.7127532959,-0.7432098389,,,,,,,,,,,,,,,,,,,,,,,,
46679.4983377917,,,,,,,,,,,-87.6188354492,-115.5357666016,214.0038757324,,,,,,,,,,,,,,
46679495.9693333,,,,,0.1124541076,0.1501442286,-0.0703420739,,,,,,,,,,,,,,,,,,,,
46679546.2385833,0.0266876221,-0.6851196289,-0.6494903564,,,,,,,,,,,,,,,,,,,,,,,,
46679.5993832917,,,,,,,,,,,-86.2734375000,-115.1994171143,214.9847869873,,,,,,,,,,,,,,
