unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
4329995375064,0.19631958,0.13510132,9.524841,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329995375064,,,,,,,,,,,,,12.518311,15.104675,-44.543457,,,,,,,,,,,,,,,
4329995375064,,,,,,,-0.0010070801,2.2888184E-4,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330006178286,,,,-0.0059380084,0.009764552,0.0013360977,,,,,,,,,,,,,,,,,,,,,,,,
4330006178286,,,,,,,,,,321.95758,-0.81102383,1.2042183,,,,,,,,,,,,,,,,,,
4330015516665,0.2049408,0.1486969,9.5078125,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330015516665,,,,,,,6.713867E-4,0.0013275146,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330015516665,,,,,,,,,,,,,11.515808,16.116333,-44.992065,,,,,,,,,,,,,,,
4330025984194,,,,0.017366573,0.01835522,0.019526482,,,,,,,,,,,,,,,,,,,,,,,,
4330025984194,,,,,,,,,,321.98145,-0.8165646,1.2071178,,,,,,,,,,,,,,,,,,
4330035658267,0.20820618,0.11878967,9.486435,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330035658267,,,,,,,,,,,,,12.413025,15.539551,-44.2688,,,,,,,,,,,,,,,
4330035658267,,,,,,,1.8310547E-4,8.392334E-4,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330045759585,,,,-0.001460284,-0.05096464,-0.042956352,,,,,,,,,,,,,,,,,,,,,,,,
4330045759585,,,,,,,,,,321.9894,-0.8041036,1.2060455,,,,,,,,,,,,,,,,,,
4330055799868,0.19242859,0.09802246,9.5104065,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330065534976,,,,-0.012891829,-0.019087955,0.06626892,,,,,,,,,,,,,,,,,,,,,,,,
4330055799868,,,,,,,-9.0026855E-4,-2.4414063E-4,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330055799868,,,,,,,,,,,,,12.843323,15.2786255,-44.181824,,,,,,,,,,,,,,,
4330065534976,,,,,,,,,,321.91187,-0.7982595,1.2028755,,,,,,,,,,,,,,,,,,
4330075941470,0.17407227,0.10700989,9.545471,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330075941470,,,,,,,,,,,,,12.350464,15.611267,-44.828796,,,,,,,,,,,,,,,
4330075941470,,,,,,,-3.5095215E-4,-2.4414063E-4,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330055799868,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330085340884,,,,-0.035380214,-0.029776394,0.02713871,,,,,,,,,,,,,,,,,,,,,,,,
4330085340884,,,,,,,,,,321.89536,-0.79085517,1.1948168,,,,,,,,,,,,,,,,,,
4330096083071,0.1653595,0.1453247,9.535156,,,,,,,,,,,,,,,,,,,,,,,,,,,
