unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown
162068.1077705,,,,,,,,,,,-66.2606964111,-15.1356964111,362.9401245117,,,,,,,,,,,,,,
162068199.999542,-0.1571197510,-0.5949401855,-0.8057556152,,,,,,,,,,,,,,,,,,,,,,,,
162068210.003875,,,,,0.0433669152,0.1154941059,-0.0427565187,,,,,,,,,,,,,,,,,,,,
162068.208809125,,,,,,,,,,,-67.4379119873,-15.6402130127,363.1035766602,,,,,,,,,,,,,,
162068305.188333,-0.1354827881,-0.6102142334,-0.7345733643,,,,,,,,,,,,,,,,,,,,,,,,
162068311.040333,,,,,0.0572696813,0.0241977480,0.0173920398,,,,,,,,,,,,,,,,,,,,
162068.309844708,,,,,,,,,,,-66.5970458984,-17.1537933350,363.2670898438,,,,,,,,,,,,,,
162068410.089958,-0.1347961426,-0.5986175537,-0.7843475342,,,,,,,,,,,,,,,,,,,,,,,,
162068412.048,,,,,0.0012956279,-0.0000066579,-0.0070994548,,,,,,,,,,,,,,,,,,,,
162068.410255375,,,,,,,,,,,-66.0925140381,-14.6311798096,362.7766113281,,,,,,,,,,,,,,
162068513.084958,,,,,-0.0239735098,0.0526123452,-0.0317411518,,,,,,,,,,,,,,,,,,,,
162068514.419208,-0.1504364014,-0.6101989746,-0.8034210205,,,,,,,,,,,,,,,,,,,,,,,,
162068.511292625,,,,,,,,,,,-67.1015625000,-14.9675292969,363.1035766602,,,,,,,,,,,,,,
162068614.127042,,,,,-0.0336168161,0.1214313573,-0.0942900173,,,,,,,,,,,,,,,,,,,,
162068619.719667,-0.1198425293,-0.6095275879,-0.8106842041,,,,,,,,,,,,,,,,,,,,,,,,
162068.61234725,,,,,,,,,,,-64.9152984619,-14.4629974365,363.2670898438,,,,,,,,,,,,,,
162068715.163167,,,,,0.0006338323,0.2027272790,-0.0625483329,,,,,,,,,,,,,,,,,,,,
162068.71338475,,,,,,,,,,,-65.0834655762,-13.6221313477,363.4305725098,,,,,,,,,,,,,,
162068724.97425,-0.1369018555,-0.6078033447,-0.7900848389,,,,,,,,,,,,,,,,,,,,,,,,
162068816.204875,,,,,-0.0631717790,0.1918759629,-0.1295348238,,,,,,,,,,,,,,,,,,,,
162068.814429,,,,,,,,,,,-65.5879974365,-14.1266479492,363.5940551758,,,,,,,,,,,,,,
162068829.540917,-0.1099395752,-0.5963897705,-0.7830810547,,,,,,,,,,,,,,,,,,,,,,,,
162068917.313875,,,,,-0.0785874869,0.1061599926,-0.0786604575,,,,,,,,,,,,,,,,,,,,
162068.915483917,,,,,,,,,,,-64.4107818604,-13.2857818604,364.4114990234,,,,,,,,,,,,,,
1451923543994.76,,,,,,,,,,,,,,52.3943444481607,13.1324109993997,225.3515625,0.0,34.9861450195312,5.0,8.0,,,,,,,
162068934.779292,-0.0707550049,-0.5752716064,-0.8206024170,,,,,,,,,,,,,,,,,,,,,,,,
162069018.367333,,,,,-0.0178301298,0.0959387804,-0.0187569099,,,,,,,,,,,,,,,,,,,,
162069.0165255,,,,,,,,,,,-65.2516479492,-14.7993469238,363.9210205078,,,,,,,,,,,,,,
162069039.495917,-0.1157989502,-0.5950317383,-0.7951965332,,,,,,,,,,,,,,,,,,,,,,,,
162069119.418125,,,,,-0.0306567126,0.2132345148,-0.1096292926,,,,,,,,,,,,,,,,,,,,
162069.117561417,,,,,,,,,,,-65.0834655762,-13.2857818604,363.4305725098,,,,,,,,,,,,,,
162069144.608958,-0.0735168457,-0.5821228027,-0.7962036133,,,,,,,,,,,,,,,,,,,,,,,,
162069220.453708,,,,,0.0004719121,0.2333994379,-0.0767155510,,,,,,,,,,,,,,,,,,,,
162069.218602917,,,,,,,,,,,-63.7380828857,-13.6221313477,365.0654296875,,,,,,,,,,,,,,
162069249.842125,-0.0287017822,-0.5998077393,-0.7868957520,,,,,,,,,,,,,,,,,,,,,,,,
162069321.5065,,,,,-0.0899655764,0.0436971472,0.0135658763,,,,,,,,,,,,,,,,,,,,
162069.319664458,,,,,,,,,,,-62.2245025635,-14.1266479492,362.9401245117,,,,,,,,,,,,,,
162069355.062958,-0.0749206543,-0.5707092285,-0.8509521484,,,,,,,,,,,,,,,,,,,,,,,,
162069422.54675,,,,,-0.0242355649,0.1197855237,-0.0470721712,,,,,,,,,,,,,,,,,,,,
162069.420709333,,,,,,,,,,,-63.9062500000,-12.1085662842,366.5368041992,,,,,,,,,,,,,,
162069460.284167,-0.0209197998,-0.5729980469,-0.8266143799,,,,,,,,,,,,,,,,,,,,,,,,
162069522.807458,,,,,0.0414763371,-0.0239783035,0.1013790858,,,,,,,,,,,,,,,,,,,,
162069.521101208,,,,,,,,,,,-63.9062500000,-14.4629974365,364.2479858398,,,,,,,,,,,,,,
162069564.856542,-0.1006164551,-0.5879364014,-0.8072052002,,,,,,,,,,,,,,,,,,,,,,,,
162069623.843625,,,,,-0.0761088829,0.1554055696,-0.0491052284,,,,,,,,,,,,,,,,,,,,
162069.622137958,,,,,,,,,,,-63.4017333984,-13.6221313477,365.3923950195,,,,,,,,,,,,,,
162069669.901417,-0.0473632812,-0.5641632080,-0.8442230225,,,,,,,,,,,,,,,,,,,,,,,,
162069724.884125,,,,,0.0239620582,0.0593365607,0.0046099318,,,,,,,,,,,,,,,,,,,,
162069.723175917,,,,,,,,,,,-62.7290344238,-12.6130828857,365.7193603516,,,,,,,,,,,,,,
162069775.176917,-0.0399017334,-0.5740966797,-0.8326110840,,,,,,,,,,,,,,,,,,,,,,,,
162069825.919458,,,,,-0.0088667285,0.0616218192,-0.0365561470,,,,,,,,,,,,,,,,,,,,
162069.8242235,,,,,,,,,,,-63.4017333984,-12.6130828857,365.3923950195,,,,,,,,,,,,,,
162069880.369333,-0.0800170898,-0.5759124756,-0.7976226807,,,,,,,,,,,,,,,,,,,,,,,,
162069926.960333,,,,,-0.0211976970,0.0526805222,-0.0660325466,,,,,,,,,,,,,,,,,,,,
1451923544515.15,,,,,,,,,,,,,,52.3944095755484,13.1324866041663,225.3515625,0.0,24.8933715820312,10.0,24.0,,,,,,,
162069.925266125,,,,,,,,,,,-62.8972015381,-12.1085662842,364.9019470215,,,,,,,,,,,,,,
162069985.59375,-0.0527343750,-0.5652770996,-0.8470611572,,,,,,,,,,,,,,,,,,,,,,,,
162070027.70425,,,,,-0.0369401748,0.0375907851,-0.0115775602,,,,,,,,,,,,,,,,,,,,
162070.026322333,,,,,,,,,,,-61.3836364746,-12.9494323730,365.3923950195,,,,,,,,,,,,,,
162070090.792375,-0.0673370361,-0.5814666748,-0.8130187988,,,,,,,,,,,,,,,,,,,,,,,,
162070128.697667,,,,,-0.0885517041,0.0570816622,-0.0975334812,,,,,,,,,,,,,,,,,,,,
162070.126367292,,,,,,,,,,,-62.7290344238,-13.2857818604,366.0463562012,,,,,,,,,,,,,,
162070194.696958,-0.0307617188,-0.5703277588,-0.8437042236,,,,,,,,,,,,,,,,,,,,,,,,
162070229.713708,,,,,0.0515372271,0.0390584532,-0.1161186172,,,,,,,,,,,,,,,,,,,,
162070.226976833,,,,,,,,,,,-63.4017333984,-12.9494323730,363.7575378418,,,,,,,,,,,,,,
162070298.189958,-0.0254974365,-0.5655364990,-0.8422393799,,,,,,,,,,,,,,,,,,,,,,,,
162070329.934708,,,,,0.0767453784,0.0177390497,0.0219985096,,,,,,,,,,,,,,,,,,,,
162070.327999417,,,,,,,,,,,-62.8972015381,-13.1175994873,363.9210205078,,,,,,,,,,,,,,
162070403.554167,-0.1013031006,-0.5869140625,-0.8167114258,,,,,,,,,,,,,,,,,,,,,,,,
162070430.97825,,,,,0.0361337697,-0.1887739128,-0.1409523281,,,,,,,,,,,,,,,,,,,,
162070.429036375,,,,,,,,,,,-63.5699005127,-12.7812500000,363.9210205078,,,,,,,,,,,,,,
162070508.720167,-0.0665588379,-0.5893554688,-0.7898101807,,,,,,,,,,,,,,,,,,,,,,,,
1451923546000.0,,,,,,,,,,,,,,52.3943599127721,13.132366742951,225.3515625,0.219999998807907,34.5381469726562,10.0,24.0,,,,,,,
162070532.018375,,,,,-0.1320584353,-0.0985071329,-0.3124460538,,,,,,,,,,,,,,,,,,,,
162070.529787083,,,,,,,,,,,-62.5608520508,-12.4449005127,362.9401245117,,,,,,,,,,,,,,
162070613.712,0.0793304443,-0.5403594971,-0.7111358643,,,,,,,,,,,,,,,,,,,,,,,,
162070633.055792,,,,,-0.8849756208,0.5763067283,-0.0605528263,,,,,,,,,,,,,,,,,,,,
162070.630827333,,,,,,,,,,,-64.9152984619,-11.0995178223,365.5559082031,,,,,,,,,,,,,,
162070718.5645,-0.1237487793,-0.5548858643,-0.6598358154,,,,,,,,,,,,,,,,,,,,,,,,
162070734.101708,,,,,-0.2284238541,0.0920364504,0.3642653097,,,,,,,,,,,,,,,,,,,,
162070.731867792,,,,,,,,,,,-66.4288635254,-12.9494323730,366.0463562012,,,,,,,,,,,,,,
162070823.848917,0.0856475830,-0.5274353027,-0.9563598633,,,,,,,,,,,,,,,,,,,,,,,,
162070835.138,,,,,-1.2080546116,0.4674729219,-0.2690224133,,,,,,,,,,,,,,,,,,,,
162070.832909667,,,,,,,,,,,-67.4379119873,-10.2586364746,368.0081787109,,,,,,,,,,,,,,
162070929.046042,-0.0403442383,-0.5126953125,-0.8933105469,,,,,,,,,,,,,,,,,,,,,,,,
162070935.277333,,,,,-0.0094374440,0.3670839994,0.3843423485,,,,,,,,,,,,,,,,,,,,
162070.933944167,,,,,,,,,,,-70.2968750000,-14.4629974365,366.8637695312,,,,,,,,,,,,,,
162071034.264667,-0.0974731445,-0.5608367920,-0.9057769775,,,,,,,,,,,,,,,,,,,,,,,,
162071036.318792,,,,,-0.5916971363,-0.3263759842,0.1417105300,,,,,,,,,,,,,,,,,,,,
162071.034355917,,,,,,,,,,,-71.6422729492,-15.8083953857,368.8256225586,,,,,,,,,,,,,,
162071137.24675,,,,,-0.5009033168,0.8867847061,1.3129804954,,,,,,,,,,,,,,,,,,,,
162071138.861667,0.0939025879,-0.4247741699,-0.4513244629,,,,,,,,,,,,,,,,,,,,,,,,
162071.134601958,,,,,,,,,,,-73.3240203857,-18.4991760254,373.4032592773,,,,,,,,,,,,,,
162071238.287667,,,,,-0.9901089648,2.0234841773,0.5423455655,,,,,,,,,,,,,,,,,,,,
162071244.194,-0.1119079590,0.0378417969,-0.4948272705,,,,,,,,,,,,,,,,,,,,,,,,
162071.235656042,,,,,,,,,,,-73.9967041016,-18.4991760254,379.6157226562,,,,,,,,,,,,,,
162071339.323667,,,,,-0.9543983714,2.0491210975,-0.7331123217,,,,,,,,,,,,,,,,,,,,
162071.336697458,,,,,,,,,,,-78.8737640381,-17.9946594238,385.6647338867,,,,,,,,,,,,,,
162071349.390667,-0.0808258057,0.3488769531,-1.3739929199,,,,,,,,,,,,,,,,,,,,,,,,
162071440.364917,,,,,-0.8516632040,1.0800367243,-1.0804836027,,,,,,,,,,,,,,,,,,,,
162071.437738792,,,,,,,,,,,-82.7417755127,-16.8174438477,390.0788574219,,,,,,,,,,,,,,
162071454.648833,0.4733734131,-0.2393951416,-1.2213745117,,,,,,,,,,,,,,,,,,,,,,,,
1451923547000.0,,,,,,,,,,,,,,52.3943797778826,13.1323765497777,225.3515625,0.150000005960464,30.3226928710938,10.0,16.0,,,,,,,
162071541.498917,,,,,-0.0054842476,1.8514924404,-0.7330446774,,,,,,,,,,,,,,,,,,,,
162071.538469875,,,,,,,,,,,-85.4325714111,-14.4629974365,393.0216369629,,,,,,,,,,,,,,
162071559.436292,0.5704498291,-0.1254882812,-1.1850280762,,,,,,,,,,,,,,,,,,,,,,,,
162071642.528625,,,,,1.2998282080,-0.3050461944,-0.6084161953,,,,,,,,,,,,,,,,,,,,
162071.639501292,,,,,,,,,,,-84.0871734619,-13.7902984619,393.0216369629,,,,,,,,,,,,,,
162071663.686542,0.7947540283,-0.1524047852,-0.8556976318,,,,,,,,,,,,,,,,,,,,,,,,
162071743.569083,,,,,0.6275054676,-0.7831155680,0.3043005093,,,,,,,,,,,,,,,,,,,,
162071.739608625,,,,,,,,,,,-81.5645599365,-14.2948303223,391.8772277832,,,,,,,,,,,,,,
162071769.178208,0.3995513916,-0.1733398438,-0.9684295654,,,,,,,,,,,,,,,,,,,,,,,,
162071844.8585,,,,,0.9838848910,-4.2508450540,-0.2017941074,,,,,,,,,,,,,,,,,,,,
162071.840649875,,,,,,,,,,,-81.5645599365,-13.6221313477,389.5884399414,,,,,,,,,,,,,,
162071873.615333,0.5393676758,-0.0950469971,-1.3697967529,,,,,,,,,,,,,,,,,,,,,,,,
162071945.889,,,,,-0.1396244759,-1.4441648812,-0.2338484469,,,,,,,,,,,,,,,,,,,,
162071.941684,,,,,,,,,,,-78.3692474365,-12.4449005127,388.4440307617,,,,,,,,,,,,,,
162071979.02925,0.1661224365,-0.1727752686,-1.1783142090,,,,,,,,,,,,,,,,,,,,,,,,
162072046.948583,,,,,0.0486213320,0.0424097751,-0.0546414077,,,,,,,,,,,,,,,,,,,,
162072.042398167,,,,,,,,,,,-78.5374145508,-14.6311798096,387.9535522461,,,,,,,,,,,,,,
162072084.115875,0.0396270752,-0.1694946289,-0.9616394043,,,,,,,,,,,,,,,,,,,,,,,,
162072147.990458,,,,,0.4071531222,-0.0726148155,0.7881795688,,,,,,,,,,,,,,,,,,,,
162072.143431208,,,,,,,,,,,-78.7055969238,-14.4629974365,390.4058532715,,,,,,,,,,,,,,
162072188.602167,-0.0629882812,-0.2561340332,-0.8140258789,,,,,,,,,,,,,,,,,,,,,,,,
162072249.030542,,,,,0.0530552289,0.0339321344,-0.0286707933,,,,,,,,,,,,,,,,,,,,
162072.244477542,,,,,,,,,,,-79.0419464111,-13.4539489746,389.4249267578,,,,,,,,,,,,,,
162072293.906958,0.0318145752,-0.2043914795,-0.9795837402,,,,,,,,,,,,,,,,,,,,,,,,
162072349.608958,,,,,0.0146276786,0.0621629735,-0.0437892925,,,,,,,,,,,,,,,,,,,,
162072.345517792,,,,,,,,,,,-78.5374145508,-12.9494323730,390.5693359375,,,,,,,,,,,,,,
162072398.3325,0.0247802734,-0.1989746094,-0.9603881836,,,,,,,,,,,,,,,,,,,,,,,,
162072450.645625,,,,,-0.0029707562,0.0508903453,-0.0436878261,,,,,,,,,,,,,,,,,,,,
162072.446557125,,,,,,,,,,,-79.5464630127,-14.2948303223,389.2614440918,,,,,,,,,,,,,,
162072503.029083,0.0111236572,-0.2188262939,-1.0027160645,,,,,,,,,,,,,,,,,,,,,,,,
1451923548000.0,,,,,,,,,,,,,,52.3943797778826,13.1323765497777,225.3515625,0.0,34.972900390625,10.0,12.0,,,,,,,
162072551.69125,,,,,-0.0235993357,0.0243543419,-0.0329385090,,,,,,,,,,,,,,,,,,,,
162072.547610125,,,,,,,,,,,-79.2101135254,-13.6221313477,390.5693359375,,,,,,,,,,,,,,
162072607.3725,0.0196533203,-0.2156219482,-0.9803771973,,,,,,,,,,,,,,,,,,,,,,,,
162072652.75225,,,,,-0.0303754828,0.0503585120,-0.0127932932,,,,,,,,,,,,,,,,,,,,
162072.648648667,,,,,,,,,,,-78.8737640381,-11.6040344238,389.2614440918,,,,,,,,,,,,,,
162072711.853083,0.0096282959,-0.2123260498,-0.9654541016,,,,,,,,,,,,,,,,,,,,,,,,
162072753.78075,,,,,-0.0137062249,0.0240941510,-0.0377260737,,,,,,,,,,,,,,,,,,,,
162072.74968625,,,,,,,,,,,-79.0419464111,-13.1175994873,390.0788574219,,,,,,,,,,,,,,
162072816.961583,0.0110473633,-0.2287750244,-0.9410858154,,,,,,,,,,,,,,,,,,,,,,,,
162072854.819458,,,,,0.0203358981,0.0501888686,-0.0343744855,,,,,,,,,,,,,,,,,,,,
162072.850721583,,,,,,,,,,,-78.3692474365,-13.4539489746,389.7518920898,,,,,,,,,,,,,,
162072922.155208,0.0092926025,-0.2109069824,-0.9528961182,,,,,,,,,,,,,,,,,,,,,,,,
162072955.857125,,,,,-0.0095522262,0.0769802692,-0.0448178054,,,,,,,,,,,,,,,,,,,,
162072.951764792,,,,,,,,,,,-78.7055969238,-13.1175994873,388.7709960938,,,,,,,,,,,,,,
162073026.79625,0.0122985840,-0.2205657959,-0.9925231934,,,,,,,,,,,,,,,,,,,,,,,,
162073056.898375,,,,,0.0134034235,0.0610409838,-0.0485100119,,,,,,,,,,,,,,,,,,,,
162073.052803,,,,,,,,,,,-78.8737640381,-13.9584808350,388.9344787598,,,,,,,,,,,,,,
162073132.000958,0.0144500732,-0.2095947266,-1.0067138672,,,,,,,,,,,,,,,,,,,,,,,,
162073157.934875,,,,,0.0205955563,0.0537838698,-0.0509209716,,,,,,,,,,,,,,,,,,,,
162073.153103792,,,,,,,,,,,-79.0419464111,-13.4539489746,389.4249267578,,,,,,,,,,,,,,
162073236.329167,0.0262603760,-0.2089385986,-0.9732055664,,,,,,,,,,,,,,,,,,,,,,,,
162073258.9755,,,,,-0.0043289684,0.0415873910,-0.0614124947,,,,,,,,,,,,,,,,,,,,
162073.25415475,,,,,,,,,,,-78.8737640381,-13.2857818604,388.9344787598,,,,,,,,,,,,,,
162073341.578375,0.0040740967,-0.2270965576,-0.9641113281,,,,,,,,,,,,,,,,,,,,,,,,
162073360.012625,,,,,0.0009973538,0.0555474151,-0.0578923284,,,,,,,,,,,,,,,,,,,,
162073.354202792,,,,,,,,,,,-79.7146453857,-13.4539489746,389.7518920898,,,,,,,,,,,,,,
162073446.794083,0.0125427246,-0.2185668945,-1.0050811768,,,,,,,,,,,,,,,,,,,,,,,,
162073461.053458,,,,,0.0079809612,0.0812626322,-0.0614686874,,,,,,,,,,,,,,,,,,,,
162073.454514417,,,,,,,,,,,-80.0509796143,-12.4449005127,390.4058532715,,,,,,,,,,,,,,
1451923548999.99,,,,,,,,,,,,,,52.3943543388065,13.1323672458652,225.3515625,0.150000005960464,33.5678100585938,10.0,12.0,,,,,,,
162073549.925958,0.0303955078,-0.1968841553,-0.9579925537,,,,,,,,,,,,,,,,,,,,,,,,
162073561.324875,,,,,-0.0179624889,0.0442524163,-0.0436002081,,,,,,,,,,,,,,,,,,,,
162073.555587958,,,,,,,,,,,-80.3873291016,-13.7902984619,390.0788574219,,,,,,,,,,,,,,
162073654.965333,0.0145111084,-0.2265014648,-0.9837646484,,,,,,,,,,,,,,,,,,,,,,,,
162073662.365458,,,,,-0.0028080371,0.0579237537,-0.0377761411,,,,,,,,,,,,,,,,,,,,
162073.656626333,,,,,,,,,,,-79.5464630127,-12.9494323730,389.2614440918,,,,,,,,,,,,,,
162073759.307125,0.0040435791,-0.2205200195,-1.0354919434,,,,,,,,,,,,,,,,,,,,,,,,
162073763.407125,,,,,-0.0341531768,0.0411445073,-0.0352304254,,,,,,,,,,,,,,,,,,,,
162073.757668583,,,,,,,,,,,-78.5374145508,-13.9584808350,391.2232666016,,,,,,,,,,,,,,
162073864.437292,,,,,0.0119227059,0.0505236280,-0.0567788608,,,,,,,,,,,,,,,,,,,,
162073864.49625,0.0357208252,-0.1925811768,-0.9662475586,,,,,,,,,,,,,,,,,,,,,,,,
162073.858217667,,,,,,,,,,,-80.2191619873,-12.6130828857,388.2805175781,,,,,,,,,,,,,,
162073965.472042,,,,,0.0045859634,0.0530760016,-0.0543697652,,,,,,,,,,,,,,,,,,,,
162073.959173292,,,,,,,,,,,-78.8737640381,-14.2948303223,390.5693359375,,,,,,,,,,,,,,
162073969.741708,0.0278778076,-0.1965332031,-0.9793243408,,,,,,,,,,,,,,,,,,,,,,,,
162074066.512167,,,,,0.0082544678,0.0517995485,-0.0555745793,,,,,,,,,,,,,,,,,,,,
162074.060214583,,,,,,,,,,,-78.7055969238,-12.7812500000,389.4249267578,,,,,,,,,,,,,,
162074074.357958,0.0112609863,-0.2299194336,-1.0300292969,,,,,,,,,,,,,,,,,,,,,,,,
162074167.561458,,,,,0.0356882228,0.0581461277,-0.0699199628,,,,,,,,,,,,,,,,,,,,
162074.161250583,,,,,,,,,,,-80.5555114746,-12.6130828857,389.5884399414,,,,,,,,,,,,,,
162074179.397958,0.0222930908,-0.1938171387,-0.9551391602,,,,,,,,,,,,,,,,,,,,,,,,
162074268.601375,,,,,0.0375814640,0.0862483361,-0.0474623243,,,,,,,,,,,,,,,,,,,,
162074.262291417,,,,,,,,,,,-80.0509796143,-13.1175994873,390.4058532715,,,,,,,,,,,,,,
162074284.582667,0.0248870850,-0.1953582764,-0.9489746094,,,,,,,,,,,,,,,,,,,,,,,,
162074368.819792,,,,,-0.0189912680,0.0501774170,-0.0459552415,,,,,,,,,,,,,,,,,,,,
162074.363330292,,,,,,,,,,,-79.0419464111,-13.4539489746,391.0598144531,,,,,,,,,,,,,,
162074388.912542,0.0104827881,-0.2285003662,-1.0188903809,,,,,,,,,,,,,,,,,,,,,,,,
162074469.860375,,,,,-0.0070371369,0.0357476113,-0.0543074473,,,,,,,,,,,,,,,,,,,,
162074.464368583,,,,,,,,,,,-80.2191619873,-12.2767333984,390.2423706055,,,,,,,,,,,,,,
162074494.043625,0.0044860840,-0.2227172852,-0.9704895020,,,,,,,,,,,,,,,,,,,,,,,,
1451923549999.99,,,,,,,,,,,,,,52.3943543388065,13.1323672458652,225.3515625,0.0,34.821044921875,5.0,12.0,,,,,,,
162074570.91125,,,,,0.0157027967,0.0504567826,-0.0662570511,,,,,,,,,,,,,,,,,,,,
162074.565151583,,,,,,,,,,,-80.8918609619,-12.6130828857,389.9154052734,,,,,,,,,,,,,,
162074598.477333,0.0150909424,-0.1983337402,-0.9525756836,,,,,,,,,,,,,,,,,,,,,,,,
162074671.947917,,,,,0.0361036759,0.0699314144,-0.0758265878,,,,,,,,,,,,,,,,,,,,
162074.6662065,,,,,,,,,,,-80.2191619873,-12.9494323730,388.9344787598,,,,,,,,,,,,,,
162074703.690583,0.0164794922,-0.2321472168,-0.9778442383,,,,,,,,,,,,,,,,,,,,,,,,
162074772.984875,,,,,0.0227796147,0.0443094079,-0.0521204594,,,,,,,,,,,,,,,,,,,,
162074.7668645,,,,,,,,,,,-79.5464630127,-13.6221313477,390.2423706055,,,,,,,,,,,,,,
162074808.8815,0.0218963623,-0.2205200195,-0.9884643555,,,,,,,,,,,,,,,,,,,,,,,,
162074874.021542,,,,,-0.0103764746,0.0487712680,-0.0495537047,,,,,,,,,,,,,,,,,,,,
162074.867905125,,,,,,,,,,,-79.8828125000,-12.6130828857,388.9344787598,,,,,,,,,,,,,,
162074914.105875,0.0281829834,-0.1994628906,-0.9783935547,,,,,,,,,,,,,,,,,,,,,,,,
162074975.057708,,,,,0.0067487165,0.0470727038,-0.0413849907,,,,,,,,,,,,,,,,,,,,
162074.968942333,,,,,,,,,,,-81.7327270508,-14.1266479492,389.7518920898,,,,,,,,,,,,,,
162075019.300958,0.0265960693,-0.2013854980,-0.9800567627,,,,,,,,,,,,,,,,,,,,,,,,
162075076.097375,,,,,0.0174149430,0.0657169620,-0.0674421578,,,,,,,,,,,,,,,,,,,,
162075.069984,,,,,,,,,,,-80.5555114746,-13.9584808350,388.9344787598,,,,,,,,,,,,,,
162075123.678,0.0179290771,-0.2216644287,-0.9889526367,,,,,,,,,,,,,,,,,,,,,,,,
162075177.133917,,,,,0.0058171428,0.0530411142,-0.0543772221,,,,,,,,,,,,,,,,,,,,
162075.171037917,,,,,,,,,,,-79.3782958984,-13.4539489746,389.7518920898,,,,,,,,,,,,,,
162075228.959417,0.0100555420,-0.2049102783,-0.9953002930,,,,,,,,,,,,,,,,,,,,,,,,
162075278.170292,,,,,-0.0164309050,0.0571122885,-0.0329664722,,,,,,,,,,,,,,,,,,,,
162075.272074792,,,,,,,,,,,-79.8828125000,-12.9494323730,390.2423706055,,,,,,,,,,,,,,
162075333.819208,0.0260162354,-0.2222442627,-1.0027008057,,,,,,,,,,,,,,,,,,,,,,,,
162075379.210583,,,,,-0.0670575973,0.1043072315,0.0028186897,,,,,,,,,,,,,,,,,,,,
162075.373117292,,,,,,,,,,,-79.3782958984,-13.4539489746,389.7518920898,,,,,,,,,,,,,,
162075439.061417,0.0122985840,-0.2067718506,-0.9661254883,,,,,,,,,,,,,,,,,,,,,,,,
162075479.876292,,,,,0.0170178657,0.0562598107,-0.0556254457,,,,,,,,,,,,,,,,,,,,
162075.474013917,,,,,,,,,,,-79.3782958984,-11.7722167969,388.7709960938,,,,,,,,,,,,,,
1451923550999.99,,,,,,,,,,,,,,52.3943543388065,13.1323672458652,225.3515625,0.0,34.0745849609375,5.0,12.0,,,,,,,
162075544.281583,0.0406494141,-0.2069549561,-0.9914398193,,,,,,,,,,,,,,,,,,,,,,,,
162075580.917542,,,,,0.0103085639,0.0422683612,-0.0425906037,,,,,,,,,,,,,,,,,,,,
162075.575052583,,,,,,,,,,,-80.3873291016,-14.1266479492,389.4249267578,,,,,,,,,,,,,,
162075649.538833,0.0171203613,-0.2128143311,-1.0069580078,,,,,,,,,,,,,,,,,,,,,,,,
162075681.953542,,,,,0.0010151970,0.0543947989,-0.0638026818,,,,,,,,,,,,,,,,,,,,
162075.676092833,,,,,,,,,,,-79.8828125000,-12.9494323730,389.9154052734,,,,,,,,,,,,,,
162075754.757792,0.0080718994,-0.2259368896,-0.9681243896,,,,,,,,,,,,,,,,,,,,,,,,
162075782.994042,,,,,0.0209204619,0.0608886510,-0.0627382163,,,,,,,,,,,,,,,,,,,,
162075.777130667,,,,,,,,,,,-79.7146453857,-13.4539489746,390.4058532715,,,,,,,,,,,,,,
162075859.825,0.0303955078,-0.1931762695,-0.9793090820,,,,,,,,,,,,,,,,,,,,,,,,
162075884.029,,,,,-0.0111852766,0.0559535471,-0.0720009569,,,,,,,,,,,,,,,,,,,,
162075.878166708,,,,,,,,,,,-79.8828125000,-12.9494323730,389.9154052734,,,,,,,,,,,,,,
162075964.373583,0.0428161621,-0.2063903809,-0.9563140869,,,,,,,,,,,,,,,,,,,,,,,,
162075985.066375,,,,,-0.0078824242,0.0382725543,-0.0885759389,,,,,,,,,,,,,,,,,,,,
162075.979208625,,,,,,,,,,,-79.5464630127,-12.6130828857,388.6074829102,,,,,,,,,,,,,,
162076069.341083,0.0206756592,-0.2400207520,-0.9809722900,,,,,,,,,,,,,,,,,,,,,,,,
162076086.103167,,,,,-0.0028402613,0.0613903905,-0.0224097016,,,,,,,,,,,,,,,,,,,,
162076.080214792,,,,,,,,,,,-79.7146453857,-13.4539489746,388.7709960938,,,,,,,,,,,,,,
162076173.674208,0.0221557617,-0.1840057373,-0.9750213623,,,,,,,,,,,,,,,,,,,,,,,,
162076187.143292,,,,,-0.0040751691,0.0567823229,-0.0377689506,,,,,,,,,,,,,,,,,,,,
162076.181253458,,,,,,,,,,,-79.0419464111,-13.4539489746,390.0788574219,,,,,,,,,,,,,,
162076278.378833,0.0302581787,-0.2002716064,-0.9644012451,,,,,,,,,,,,,,,,,,,,,,,,
162076288.180333,,,,,0.0034163030,0.0589394833,-0.0413591580,,,,,,,,,,,,,,,,,,,,
162076.282292875,,,,,,,,,,,-80.0509796143,-12.1085662842,390.4058532715,,,,,,,,,,,,,,
162076383.437125,0.0204315186,-0.2300415039,-0.9776000977,,,,,,,,,,,,,,,,,,,,,,,,
162076388.528792,,,,,-0.0207518838,0.0807233421,-0.0199284344,,,,,,,,,,,,,,,,,,,,
162076.383343333,,,,,,,,,,,-79.7146453857,-13.1175994873,390.0788574219,,,,,,,,,,,,,,
162076488.411375,0.0196990967,-0.2256622314,-1.0406799316,,,,,,,,,,,,,,,,,,,,,,,,
162076489.746417,,,,,-0.0027899276,0.0567711376,-0.0436862282,,,,,,,,,,,,,,,,,,,,
162076.484382,,,,,,,,,,,-80.3873291016,-12.7812500000,388.7709960938,,,,,,,,,,,,,,
